ID,DatabaseCode,Country,Lineage,Population,Is.replicated
1637,XO2020-2-739,India,Lineage_02,Axoo_07,YES
1638,XO2020-2-739,India,Xoc,Xoc,YES
1639,XO2020-2-74,Philippines,Lineage_03,Axoo_12,YES
1640,XO2020-2-74,Philippines,Xoc,Xoc,YES
1641,XO2020-2-740,India,Lineage_02,Axoo_09,NO
1642,XO2020-2-741,India,Lineage_03,Axoo_12,NO
1643,XO2020-2-742,India,Lineage_02,Axoo_07,YES
1644,XO2020-2-742,India,Xoc,Xoc,YES
1645,XO2020-2-743,India,Lineage_02,Axoo_09,NO
1646,XO2020-2-744,India,Lineage_02,Axoo_09,NO
1647,XO2020-2-745,India,Lineage_02,Axoo_09,YES
1648,XO2020-2-745,India,Xoc,Xoc,YES
1649,XO2020-2-746,India,Lineage_02,Axoo_09,YES
1650,XO2020-2-746,India,Xoc,Xoc,YES
1651,XO2020-2-747,India,Lineage_02,Axoo_09,YES
1652,XO2020-2-747,India,Xoc,Xoc,YES
1653,XO2020-2-748,India,Lineage_02,Axoo_09,YES
1654,XO2020-2-748,India,Xoc,Xoc,YES
1655,XO2020-2-749,India,Lineage_02,Axoo_09,YES
1656,XO2020-2-749,India,Xoc,Xoc,YES
1657,XO2020-2-75,Philippines,Lineage_03,Axoo_12,NO
1658,XO2020-2-750,India,Xoc,Xoc,NO
1659,XO2020-2-751,India,Lineage_03,Axoo_12,YES
1660,XO2020-2-751,India,Xoc,Xoc,YES
1661,XO2020-2-752,India,Lineage_02,Axoo_09,YES
1662,XO2020-2-752,India,Xoc,Xoc,YES
1663,XO2020-2-753,India,Lineage_02,Axoo_09,YES
1664,XO2020-2-753,India,Xoc,Xoc,YES
1665,XO2020-2-76,Philippines,Lineage_01,Unresolved,YES
1666,XO2020-2-76,Philippines,Lineage_03,Unresolved,YES
1667,XO2020-2-77,Philippines,Lineage_03,Axoo_12,NO
1668,XO2020-2-78,Philippines,Lineage_03,Axoo_12,YES
1669,XO2020-2-78,Philippines,Xoc,Xoc,YES
1670,XO2020-2-79,Philippines,Lineage_03,Axoo_12,NO
1671,XO2020-2-8,Philippines,Lineage_03,Axoo_12,YES
1672,XO2020-2-8,Philippines,Xoc,Xoc,YES
1673,XO2020-2-80,Philippines,Lineage_03,Axoo_12,NO
1674,XO2020-2-81,Philippines,Lineage_03,Axoo_12,NO
1675,XO2020-2-82,Philippines,Lineage_03,Axoo_12,NO
1676,XO2020-2-83,Philippines,Lineage_03,Axoo_12,NO
1677,XO2020-2-84,Philippines,Lineage_03,Axoo_12,NO
1678,XO2020-2-85,Philippines,Lineage_03,Axoo_12,NO
1679,XO2020-2-86,Philippines,Lineage_03,Axoo_12,NO
1680,XO2020-2-87,Philippines,Lineage_03,Axoo_12,NO
1681,XO2020-2-88,Philippines,Lineage_03,Axoo_12,NO
1682,XO2020-2-89,Philippines,Lineage_03,Axoo_12,NO
1683,XO2020-2-9,Philippines,Lineage_03,Axoo_12,YES
1684,XO2020-2-9,Philippines,Xoc,Xoc,YES
1685,XO2020-2-90,Philippines,Lineage_03,Axoo_12,NO
1686,XO2020-2-91,Philippines,Lineage_03,Axoo_12,NO
1687,XO2020-2-92,Philippines,Lineage_01,Unresolved,YES
1688,XO2020-2-92,Philippines,Lineage_02,Unresolved,YES
1689,XO2020-2-92,Philippines,Xoc,Xoc,YES
1690,XO2020-2-93,Philippines,Lineage_01,Unresolved,YES
1691,XO2020-2-93,Philippines,Lineage_02,Unresolved,YES
1692,XO2020-2-93,Philippines,Xoc,Xoc,YES
1693,XO2020-2-94,Philippines,Lineage_01,Unresolved,YES
1694,XO2020-2-94,Philippines,Lineage_02,Unresolved,YES
1695,XO2020-2-94,Philippines,Xoc,Xoc,YES
1696,XO2020-2-95,Philippines,Lineage_01,Unresolved,YES
1697,XO2020-2-95,Philippines,Lineage_02,Unresolved,YES
1698,XO2020-2-95,Philippines,Xoc,Xoc,YES
1699,XO2020-2-96,Philippines,Lineage_02,Axoo_06,YES
1700,XO2020-2-96,Philippines,Xoc,Xoc,YES
1701,XO2020-2-97,Philippines,Lineage_03,Axoo_12,NO
1702,XO2020-2-98,Philippines,Lineage_03,Axoo_12,YES
1703,XO2020-2-98,Philippines,Xoc,Xoc,YES
1704,XO2020-2-99,Philippines,Lineage_03,Axoo_12,YES
1705,XO2020-2-99,Philippines,Xoc,Xoc,YES
1706,Xo2021-1-1,Vietnam,Lineage_01,Axoo_01,NO
1707,Xo2021-1-10,Vietnam,Lineage_03,Axoo_12,NO
1708,Xo2021-1-100,Indonesia,Lineage_03,Axoo_12,NO
1709,Xo2021-1-101,Indonesia,Lineage_03,Axoo_12,NO
1710,Xo2021-1-102,Indonesia,Lineage_01,Unresolved,YES
1711,Xo2021-1-102,Indonesia,Lineage_03,Unresolved,YES
1712,Xo2021-1-103,Indonesia,Lineage_03,Axoo_12,NO
1713,Xo2021-1-105,Indonesia,Lineage_03,Axoo_12,NO
1714,Xo2021-1-106,Indonesia,Lineage_03,Axoo_12,NO
1715,Xo2021-1-107,Indonesia,NA,NA,NO
1716,Xo2021-1-108,Indonesia,Lineage_03,Axoo_12,NO
1717,Xo2021-1-109,Indonesia,Lineage_03,Axoo_12,NO
1718,Xo2021-1-11,Vietnam,Lineage_03,Axoo_12,NO
1719,Xo2021-1-110,Indonesia,Lineage_03,Axoo_12,NO
1720,Xo2021-1-111,Indonesia,Lineage_03,Axoo_12,NO
1721,Xo2021-1-113,Indonesia,Lineage_03,Axoo_12,NO
1722,Xo2021-1-114,Indonesia,Lineage_03,Axoo_12,NO
1723,Xo2021-1-115,Indonesia,Lineage_03,Axoo_12,NO
1724,Xo2021-1-116,Indonesia,Lineage_03,Axoo_12,NO
1725,Xo2021-1-117,Indonesia,Lineage_03,Axoo_12,NO
1726,Xo2021-1-118,Indonesia,Lineage_03,Axoo_12,NO
1727,Xo2021-1-119,Indonesia,Lineage_01,Unresolved,YES
1728,Xo2021-1-119,Indonesia,Lineage_03,Unresolved,YES
1729,Xo2021-1-12,Vietnam,Lineage_01,Axoo_01,NO
1730,Xo2021-1-121,Indonesia,Lineage_03,Axoo_12,NO
1731,Xo2021-1-122,Indonesia,Lineage_03,Axoo_12,NO
1732,Xo2021-1-123,Indonesia,Lineage_03,Axoo_12,NO
1733,Xo2021-1-124,Indonesia,Lineage_03,Axoo_12,NO
1734,Xo2021-1-125,Indonesia,Lineage_03,Axoo_12,NO
1735,Xo2021-1-126,Indonesia,Lineage_03,Axoo_12,NO
1736,Xo2021-1-127,Indonesia,Lineage_03,Axoo_12,NO
1737,Xo2021-1-129,Indonesia,Lineage_03,Axoo_12,NO
1738,Xo2021-1-13,Vietnam,Lineage_03,Axoo_12,NO
1739,Xo2021-1-130,Indonesia,Lineage_03,Axoo_12,NO
1740,Xo2021-1-131,Indonesia,Lineage_03,Axoo_12,NO
1741,Xo2021-1-132,Indonesia,Lineage_03,Axoo_12,NO
1742,Xo2021-1-133,Indonesia,Lineage_03,Axoo_12,NO
1743,Xo2021-1-134,Indonesia,Lineage_03,Axoo_12,NO
1744,Xo2021-1-135,Indonesia,Lineage_03,Axoo_12,NO
1745,Xo2021-1-137,Indonesia,Lineage_03,Axoo_12,NO
1746,Xo2021-1-138,Indonesia,Lineage_03,Axoo_12,NO
1747,Xo2021-1-139,Indonesia,Lineage_03,Axoo_12,NO
1748,Xo2021-1-14,Vietnam,Lineage_03,Axoo_12,NO
1749,Xo2021-1-140,Indonesia,Lineage_03,Axoo_12,NO
1750,Xo2021-1-141,Indonesia,Lineage_03,Axoo_12,NO
1751,Xo2021-1-142,Indonesia,Lineage_03,Axoo_12,NO
1752,Xo2021-1-143,Indonesia,Lineage_03,Axoo_12,NO
1753,Xo2021-1-145,Indonesia,Lineage_03,Axoo_12,NO
1754,Xo2021-1-146,Indonesia,Lineage_03,Axoo_12,NO
1755,Xo2021-1-147,Indonesia,Lineage_01,Unresolved,YES
1756,Xo2021-1-147,Indonesia,Lineage_03,Unresolved,YES
1757,Xo2021-1-148,Indonesia,Lineage_03,Axoo_12,NO
1758,Xo2021-1-149,Indonesia,Lineage_02,Axoo_07,NO
1759,Xo2021-1-15,Vietnam,Lineage_03,Axoo_12,NO
1760,Xo2021-1-150,Indonesia,Lineage_03,Axoo_12,NO
1761,Xo2021-1-151,Indonesia,Lineage_03,Axoo_12,NO
1762,Xo2021-1-153,Indonesia,Lineage_03,Axoo_12,NO
1763,Xo2021-1-154,Indonesia,Lineage_03,Axoo_12,NO
1764,Xo2021-1-155,Indonesia,Lineage_03,Axoo_12,NO
1765,Xo2021-1-156,Indonesia,Lineage_03,Axoo_12,NO
1766,Xo2021-1-157,Indonesia,Lineage_02,Axoo_07,NO
1767,Xo2021-1-158,Indonesia,Lineage_03,Axoo_12,NO
1768,Xo2021-1-159,Indonesia,Lineage_01,Unresolved,YES
1769,Xo2021-1-159,Indonesia,Lineage_03,Unresolved,YES
1770,Xo2021-1-16,Vietnam,Lineage_03,Axoo_12,NO
1771,Xo2021-1-161,Indonesia,Lineage_03,Axoo_12,NO
1772,Xo2021-1-162,Indonesia,Lineage_03,Axoo_11,YES
1773,Xo2021-1-162,Indonesia,Lineage_03,Axoo_12,YES
1774,Xo2021-1-163,Indonesia,Lineage_03,Axoo_12,NO
1775,Xo2021-1-164,Indonesia,Lineage_03,Axoo_12,NO
1776,Xo2021-1-165,Indonesia,Lineage_02,Axoo_05,NO
1777,Xo2021-1-166,Indonesia,Lineage_03,Axoo_12,NO
1778,Xo2021-1-167,Indonesia,Lineage_03,Axoo_12,NO
1779,Xo2021-1-169,Indonesia,Lineage_03,Axoo_12,NO
1780,Xo2021-1-17,Vietnam,Lineage_03,Axoo_12,NO
1781,Xo2021-1-170,Indonesia,Lineage_03,Axoo_12,NO
1782,Xo2021-1-171,Indonesia,Lineage_03,Axoo_12,NO
1783,Xo2021-1-172,Indonesia,Lineage_03,Axoo_12,NO
1784,Xo2021-1-173,Indonesia,Lineage_02,Axoo_07,NO
1785,Xo2021-1-174,Indonesia,Lineage_03,Axoo_12,NO
1786,Xo2021-1-175,Indonesia,Lineage_03,Axoo_12,NO
1787,Xo2021-1-177,Indonesia,Lineage_03,Axoo_12,NO
1788,Xo2021-1-178,Indonesia,Lineage_01,Unresolved,YES
1789,Xo2021-1-178,Indonesia,Lineage_03,Unresolved,YES
1790,Xo2021-1-179,Indonesia,Lineage_03,Axoo_12,NO
1791,Xo2021-1-18,Vietnam,Lineage_03,Axoo_12,NO
1792,Xo2021-1-180,Indonesia,Lineage_03,Axoo_12,NO
1793,Xo2021-1-181,Indonesia,Lineage_03,Axoo_12,NO
1794,Xo2021-1-182,Indonesia,Lineage_03,Axoo_12,NO
1795,Xo2021-1-183,Indonesia,Lineage_03,Axoo_12,NO
1796,Xo2021-1-185,Indonesia,Lineage_03,Axoo_12,NO
1797,Xo2021-1-186,Indonesia,Lineage_01,Unresolved,YES
1798,Xo2021-1-186,Indonesia,Lineage_03,Unresolved,YES
1799,Xo2021-1-187,Indonesia,Lineage_03,Axoo_12,NO
1800,Xo2021-1-188,Indonesia,Lineage_03,Axoo_12,NO
1801,Xo2021-1-189,Indonesia,Lineage_03,Axoo_12,NO
1802,Xo2021-1-19,Vietnam,Lineage_03,Axoo_12,NO
1803,Xo2021-1-190,Indonesia,Lineage_03,Axoo_12,NO
1804,Xo2021-1-191,Indonesia,Lineage_03,Axoo_12,NO
1805,Xo2021-1-193,Indonesia,Lineage_03,Axoo_12,NO
1806,Xo2021-1-194,Indonesia,Lineage_03,Axoo_12,NO
1807,Xo2021-1-195,Indonesia,Lineage_03,Axoo_12,NO
1808,Xo2021-1-196,Indonesia,Lineage_03,Axoo_12,NO
1809,Xo2021-1-197,Indonesia,Lineage_03,Axoo_12,NO
1810,Xo2021-1-198,Indonesia,Lineage_03,Axoo_12,NO
1811,Xo2021-1-199,Indonesia,Lineage_03,Axoo_12,NO
1812,Xo2021-1-2,Vietnam,Lineage_03,Axoo_12,NO
1813,Xo2021-1-20,Vietnam,Lineage_03,Axoo_12,NO
1814,Xo2021-1-201,Indonesia,Lineage_03,Axoo_12,NO
1815,Xo2021-1-202,Indonesia,Lineage_03,Axoo_12,NO
1816,Xo2021-1-203,Indonesia,Lineage_01,Axoo_01,YES
1817,Xo2021-1-203,Indonesia,Lineage_03,Axoo_12,YES
1818,Xo2021-1-204,Indonesia,Lineage_03,Axoo_12,NO
1819,Xo2021-1-205,Indonesia,Lineage_03,Axoo_12,NO
1820,Xo2021-1-206,Indonesia,Lineage_03,Axoo_12,NO
1821,Xo2021-1-207,Indonesia,Lineage_03,Axoo_12,NO
1822,Xo2021-1-209,Indonesia,Lineage_03,Axoo_12,NO
1823,Xo2021-1-21,Vietnam,Lineage_03,Axoo_12,NO
1824,Xo2021-1-210,Indonesia,Lineage_01,Unresolved,YES
1825,Xo2021-1-210,Indonesia,Lineage_03,Unresolved,YES
1826,Xo2021-1-211,Indonesia,Lineage_01,Unresolved,YES
1827,Xo2021-1-211,Indonesia,Lineage_03,Unresolved,YES
1828,Xo2021-1-212,Indonesia,Lineage_03,Axoo_12,NO
1829,Xo2021-1-213,Indonesia,Lineage_03,Axoo_12,NO
1830,Xo2021-1-214,Indonesia,Lineage_03,Axoo_12,NO
1831,Xo2021-1-215,Indonesia,Lineage_03,Axoo_12,NO
1832,Xo2021-1-217,Indonesia,Lineage_01,Unresolved,YES
1833,Xo2021-1-217,Indonesia,Lineage_03,Unresolved,YES
1834,Xo2021-1-218,Indonesia,Lineage_03,Axoo_12,NO
1835,Xo2021-1-219,Indonesia,Lineage_03,Axoo_12,NO
1836,Xo2021-1-22,Vietnam,Lineage_03,Axoo_12,NO
1837,Xo2021-1-220,Indonesia,Lineage_03,Axoo_12,NO
1838,Xo2021-1-221,Indonesia,Lineage_03,Axoo_12,NO
1839,Xo2021-1-222,Indonesia,Lineage_03,Axoo_12,NO
1840,Xo2021-1-223,Indonesia,Lineage_03,Axoo_12,NO
1841,Xo2021-1-225,Indonesia,Lineage_01,Unresolved,YES
1842,Xo2021-1-225,Indonesia,Lineage_03,Unresolved,YES
1843,Xo2021-1-226,Indonesia,Lineage_03,Axoo_12,NO
1844,Xo2021-1-227,Indonesia,Lineage_01,Unresolved,YES
1845,Xo2021-1-227,Indonesia,Lineage_03,Unresolved,YES
1846,Xo2021-1-228,Indonesia,Lineage_03,Axoo_12,NO
1847,Xo2021-1-229,Indonesia,Lineage_03,Axoo_12,NO
1848,Xo2021-1-23,Vietnam,Lineage_03,Axoo_12,NO
1849,Xo2021-1-230,Indonesia,Lineage_03,Axoo_12,NO
1850,Xo2021-1-231,Indonesia,Lineage_03,Axoo_12,NO
1851,Xo2021-1-233,Indonesia,Lineage_03,Axoo_12,NO
1852,Xo2021-1-234,Indonesia,Lineage_03,Axoo_12,NO
1853,Xo2021-1-235,Indonesia,Lineage_02,Unresolved,NO
1854,Xo2021-1-236,Indonesia,Lineage_01,Unresolved,NO
1855,Xo2021-1-237,Indonesia,Lineage_03,Axoo_12,NO
1856,Xo2021-1-238,Indonesia,Lineage_03,Axoo_12,NO
1857,Xo2021-1-239,Indonesia,Lineage_03,Axoo_12,NO
1858,Xo2021-1-24,Vietnam,Lineage_03,Axoo_12,NO
1859,Xo2021-1-241,Indonesia,Lineage_03,Axoo_12,NO
1860,Xo2021-1-242,Indonesia,Lineage_03,Axoo_12,NO
1861,Xo2021-1-243,Indonesia,Lineage_03,Axoo_12,NO
1862,Xo2021-1-244,Indonesia,Lineage_03,Axoo_12,NO
1863,Xo2021-1-245,Indonesia,Lineage_02,Axoo_07,NO
1864,Xo2021-1-246,Indonesia,Lineage_03,Axoo_12,NO
1865,Xo2021-1-247,Indonesia,Lineage_03,Axoo_12,NO
1866,Xo2021-1-249,Indonesia,Lineage_03,Axoo_12,NO
1867,Xo2021-1-25,Vietnam,Lineage_03,Axoo_12,NO
1868,Xo2021-1-250,Indonesia,Lineage_03,Axoo_12,NO
1869,Xo2021-1-251,Indonesia,Lineage_01,Unresolved,YES
1870,Xo2021-1-251,Indonesia,Lineage_03,Unresolved,YES
1871,Xo2021-1-252,Indonesia,Lineage_01,Unresolved,YES
1872,Xo2021-1-252,Indonesia,Lineage_03,Unresolved,YES
1873,Xo2021-1-253,Indonesia,Lineage_02,Axoo_07,NO
1874,Xo2021-1-254,Indonesia,Lineage_03,Axoo_12,NO
1875,Xo2021-1-255,Indonesia,Lineage_03,Axoo_12,NO
1876,Xo2021-1-257,Indonesia,Lineage_03,Axoo_12,NO
1877,Xo2021-1-258,Indonesia,Lineage_03,Axoo_12,NO
1878,Xo2021-1-259,Indonesia,Lineage_03,Axoo_12,NO
1879,Xo2021-1-26,Vietnam,Lineage_01,Axoo_02,YES
1880,Xo2021-1-26,Vietnam,Lineage_03,Axoo_12,YES
1881,Xo2021-1-260,Indonesia,Lineage_03,Axoo_12,NO
1882,Xo2021-1-261,Indonesia,Lineage_02,Axoo_07,NO
1883,Xo2021-1-262,Indonesia,Lineage_03,Axoo_12,NO
1884,Xo2021-1-263,Indonesia,Lineage_03,Axoo_12,NO
1885,Xo2021-1-265,Indonesia,Lineage_01,Unresolved,YES
1886,Xo2021-1-265,Indonesia,Lineage_03,Unresolved,YES
1887,Xo2021-1-266,Indonesia,Lineage_03,Axoo_12,NO
1888,Xo2021-1-267,Indonesia,Lineage_03,Axoo_12,YES
1889,Xo2021-1-267,Indonesia,Xoc,Xoc,YES
1890,Xo2021-1-268,Indonesia,Lineage_03,Axoo_12,NO
1891,Xo2021-1-269,Indonesia,Lineage_02,Axoo_07,NO
1892,Xo2021-1-27,Vietnam,Lineage_03,Axoo_12,NO
1893,Xo2021-1-270,Indonesia,Lineage_03,Axoo_12,NO
1894,Xo2021-1-271,Indonesia,Lineage_03,Axoo_12,NO
1895,Xo2021-1-273,Indonesia,Lineage_03,Axoo_12,NO
1896,Xo2021-1-274,Indonesia,Lineage_01,Unresolved,YES
1897,Xo2021-1-274,Indonesia,Lineage_03,Unresolved,YES
1898,Xo2021-1-275,Indonesia,Lineage_03,Axoo_12,NO
1899,Xo2021-1-276,Indonesia,Lineage_03,Axoo_12,NO
1900,Xo2021-1-277,Indonesia,Lineage_03,Axoo_12,NO
1901,Xo2021-1-278,Indonesia,Lineage_03,Axoo_12,NO
1902,Xo2021-1-279,Indonesia,Lineage_03,Axoo_12,NO
1903,Xo2021-1-28,Vietnam,Lineage_03,Axoo_12,NO
1904,Xo2021-1-281,Indonesia,Lineage_03,Axoo_12,NO
1905,Xo2021-1-282,Indonesia,Lineage_01,Unresolved,YES
1906,Xo2021-1-282,Indonesia,Lineage_03,Unresolved,YES
1907,Xo2021-1-283,Indonesia,Lineage_03,Axoo_12,NO
1908,Xo2021-1-284,Indonesia,Lineage_03,Axoo_12,NO
1909,Xo2021-1-285,Indonesia,Lineage_03,Axoo_12,NO
1910,Xo2021-1-286,Indonesia,Lineage_03,Axoo_12,NO
1911,Xo2021-1-287,Indonesia,Lineage_03,Axoo_12,NO
1912,Xo2021-1-289,Indonesia,Lineage_01,Unresolved,YES
1913,Xo2021-1-289,Indonesia,Lineage_03,Unresolved,YES
1914,Xo2021-1-29,Vietnam,Lineage_03,Axoo_12,NO
1915,Xo2021-1-290,Indonesia,Lineage_01,Unresolved,YES
1916,Xo2021-1-290,Indonesia,Lineage_03,Unresolved,YES
1917,Xo2021-1-291,Indonesia,Lineage_01,Unresolved,YES
1918,Xo2021-1-291,Indonesia,Lineage_02,Unresolved,YES
1919,Xo2021-1-291,Indonesia,Xoc,Xoc,YES
1920,Xo2021-1-292,Indonesia,Lineage_02,Axoo_05,YES
1921,Xo2021-1-292,Indonesia,Xoc,Xoc,YES
1922,Xo2021-1-293,Indonesia,Lineage_02,Axoo_05,YES
1923,Xo2021-1-293,Indonesia,Xoc,Xoc,YES
1924,Xo2021-1-294,Indonesia,Xoc,Xoc,NO
1925,Xo2021-1-295,Indonesia,Lineage_01,Unresolved,YES
1926,Xo2021-1-295,Indonesia,Lineage_03,Unresolved,YES
1927,Xo2021-1-296,Indonesia,Lineage_02,Axoo_05,YES
1928,Xo2021-1-296,Indonesia,Xoc,Xoc,YES
1929,Xo2021-1-297,Indonesia,Lineage_03,Axoo_12,NO
1930,Xo2021-1-298,Indonesia,Lineage_03,Axoo_12,NO
1931,Xo2021-1-299,Indonesia,Lineage_03,Axoo_12,YES
1932,Xo2021-1-299,Indonesia,Xoc,Xoc,YES
1933,Xo2021-1-3,Vietnam,Lineage_03,Axoo_12,NO
1934,Xo2021-1-30,Vietnam,Lineage_01,Unresolved,YES
1935,Xo2021-1-30,Vietnam,Lineage_03,Unresolved,YES
1936,Xo2021-1-300,Indonesia,Lineage_01,Unresolved,NO
1937,Xo2021-1-301,Indonesia,Lineage_01,Axoo_02,YES
1938,Xo2021-1-301,Indonesia,Lineage_02,Axoo_05,YES
1939,Xo2021-1-301,Indonesia,Xoc,Xoc,YES
1940,Xo2021-1-302,Indonesia,Lineage_03,Axoo_10,NO
1941,Xo2021-1-303,Indonesia,Lineage_03,Unresolved,NO
1942,Xo2021-1-304,Indonesia,Lineage_03,Axoo_10,NO
1943,Xo2021-1-305,Indonesia,Lineage_03,Axoo_12,NO
1944,Xo2021-1-306,Indonesia,Lineage_01,Axoo_02,YES
1945,Xo2021-1-306,Indonesia,Lineage_03,Axoo_12,YES
1946,Xo2021-1-307,Indonesia,Lineage_01,Unresolved,YES
1947,Xo2021-1-307,Indonesia,Lineage_02,Unresolved,YES
1948,Xo2021-1-307,Indonesia,Xoc,Xoc,YES
1949,Xo2021-1-308,Indonesia,Lineage_01,Unresolved,NO
1950,Xo2021-1-309,Indonesia,Lineage_02,Axoo_05,YES
1951,Xo2021-1-309,Indonesia,Lineage_03,Axoo_12,YES
1952,Xo2021-1-309,Indonesia,Xoc,Xoc,YES
1953,Xo2021-1-31,Vietnam,Lineage_03,Axoo_12,NO
1954,Xo2021-1-310,Indonesia,Lineage_01,Unresolved,YES
1955,Xo2021-1-310,Indonesia,Lineage_03,Unresolved,YES
1956,Xo2021-1-311,Indonesia,Lineage_03,Axoo_12,NO
1957,Xo2021-1-312,Indonesia,Lineage_01,Unresolved,YES
1958,Xo2021-1-312,Indonesia,Lineage_03,Unresolved,YES
1959,Xo2021-1-313,Indonesia,Lineage_01,Unresolved,YES
1960,Xo2021-1-313,Indonesia,Lineage_03,Unresolved,YES
1961,Xo2021-1-314,Indonesia,Lineage_01,Unresolved,YES
1962,Xo2021-1-314,Indonesia,Lineage_03,Unresolved,YES
1963,Xo2021-1-315,Indonesia,Lineage_01,Unresolved,YES
1964,Xo2021-1-315,Indonesia,Lineage_02,Unresolved,YES
1965,Xo2021-1-315,Indonesia,Xoc,Xoc,YES
1966,Xo2021-1-316,Indonesia,Lineage_03,Axoo_12,YES
1967,Xo2021-1-316,Indonesia,Xoc,Xoc,YES
1968,Xo2021-1-317,Indonesia,Lineage_02,Axoo_05,YES
1969,Xo2021-1-317,Indonesia,Xoc,Xoc,YES
1970,Xo2021-1-318,Indonesia,Lineage_01,Unresolved,NO
1971,Xo2021-1-319,Indonesia,Lineage_03,Axoo_12,NO
1972,Xo2021-1-32,Vietnam,Lineage_03,Axoo_12,NO
1973,Xo2021-1-320,Indonesia,Lineage_03,Axoo_12,NO
1974,Xo2021-1-321,Indonesia,Lineage_03,Axoo_12,YES
1975,Xo2021-1-321,Indonesia,Xoc,Xoc,YES
1976,Xo2021-1-322,Indonesia,Lineage_01,Unresolved,YES
1977,Xo2021-1-322,Indonesia,Lineage_03,Unresolved,YES
1978,Xo2021-1-322,Indonesia,Xoc,Xoc,YES
1979,Xo2021-1-323,Indonesia,Lineage_01,Unresolved,YES
1980,Xo2021-1-323,Indonesia,Lineage_02,Unresolved,YES
1981,Xo2021-1-323,Indonesia,Xoc,Xoc,YES
1982,Xo2021-1-324,Indonesia,Lineage_02,Axoo_05,NO
1983,Xo2021-1-325,Indonesia,Lineage_01,Axoo_01,YES
1984,Xo2021-1-325,Indonesia,Lineage_03,Axoo_12,YES
1985,Xo2021-1-326,Indonesia,Lineage_03,Axoo_12,NO
1986,Xo2021-1-327,Indonesia,NA,NA,NO
1987,Xo2021-1-328,Indonesia,Lineage_03,Unresolved,NO
1988,Xo2021-1-329,Indonesia,Lineage_02,Axoo_05,YES
1989,Xo2021-1-329,Indonesia,Xoc,Xoc,YES
1990,Xo2021-1-33,Vietnam,Lineage_03,Axoo_12,NO
1991,Xo2021-1-330,Indonesia,Lineage_03,Axoo_12,NO
1992,Xo2021-1-331,Indonesia,Lineage_03,Axoo_12,YES
1993,Xo2021-1-331,Indonesia,Xoc,Xoc,YES
1994,Xo2021-1-332,Indonesia,Lineage_01,Unresolved,YES
1995,Xo2021-1-332,Indonesia,Lineage_02,Unresolved,YES
1996,Xo2021-1-333,Indonesia,Lineage_02,Axoo_05,YES
1997,Xo2021-1-333,Indonesia,Lineage_02,Axoo_06,YES
1998,Xo2021-1-333,Indonesia,Xoc,Xoc,YES
1999,Xo2021-1-334,Indonesia,Lineage_03,Axoo_12,NO
2000,Xo2021-1-335,Indonesia,Lineage_01,Unresolved,YES
2001,Xo2021-1-335,Indonesia,Lineage_02,Unresolved,YES
2002,Xo2021-1-335,Indonesia,Xoc,Xoc,YES
2003,Xo2021-1-336,Indonesia,NA,NA,NO
2004,Xo2021-1-337,Indonesia,Lineage_03,Axoo_12,NO
2005,Xo2021-1-338,Indonesia,Lineage_03,Axoo_12,NO
2006,Xo2021-1-339,Indonesia,Lineage_01,Unresolved,YES
2007,Xo2021-1-339,Indonesia,Lineage_02,Unresolved,YES
2008,Xo2021-1-339,Indonesia,Xoc,Xoc,YES
2009,Xo2021-1-34,Vietnam,Lineage_03,Axoo_12,NO
2010,Xo2021-1-340,Indonesia,Lineage_02,Axoo_05,YES
2011,Xo2021-1-340,Indonesia,Xoc,Xoc,YES
2012,Xo2021-1-341,Indonesia,Lineage_02,Axoo_05,NO
2013,Xo2021-1-342,Indonesia,Lineage_01,Unresolved,NO
2014,Xo2021-1-343,Indonesia,Lineage_01,Unresolved,YES
2015,Xo2021-1-343,Indonesia,Lineage_02,Unresolved,YES
2016,Xo2021-1-343,Indonesia,Xoc,Xoc,YES
2017,Xo2021-1-344,Indonesia,Lineage_02,Axoo_05,YES
2018,Xo2021-1-344,Indonesia,Xoc,Xoc,YES
2019,Xo2021-1-345,Indonesia,Lineage_03,Axoo_12,NO
2020,Xo2021-1-346,Indonesia,Lineage_01,Unresolved,NO
2021,Xo2021-1-347,Indonesia,Lineage_01,Unresolved,YES
2022,Xo2021-1-347,Indonesia,Lineage_02,Unresolved,YES
2023,Xo2021-1-347,Indonesia,Xoc,Xoc,YES
2024,Xo2021-1-348,Indonesia,Lineage_02,Axoo_05,YES
2025,Xo2021-1-348,Indonesia,Lineage_02,Axoo_06,YES
2026,Xo2021-1-348,Indonesia,Lineage_02,Axoo_09,YES
2027,Xo2021-1-349,Indonesia,Lineage_01,Unresolved,NO
2028,Xo2021-1-35,Vietnam,Lineage_03,Axoo_12,NO
2029,Xo2021-1-350,Indonesia,NA,NA,NO
2030,Xo2021-1-351,Indonesia,Lineage_03,Axoo_12,NO
2031,Xo2021-1-352,Indonesia,Lineage_03,Axoo_12,YES
2032,Xo2021-1-352,Indonesia,Xoc,Xoc,YES
2033,Xo2021-1-353,Indonesia,Lineage_03,Axoo_12,NO
2034,Xo2021-1-354,Indonesia,Lineage_01,Unresolved,YES
2035,Xo2021-1-354,Indonesia,Lineage_03,Unresolved,YES
2036,Xo2021-1-355,Indonesia,Lineage_01,Unresolved,YES
2037,Xo2021-1-355,Indonesia,Lineage_02,Unresolved,YES
2038,Xo2021-1-355,Indonesia,Xoc,Xoc,YES
