ID,DatabaseCode,Country,Lineage,Population,Is.replicated
1,XO2020-1-1,Vietnam,Lineage_03,Axoo_11,YES
2,XO2020-1-1,Vietnam,Lineage_03,Axoo_12,YES
3,XO2020-1-10,Vietnam,Lineage_02,Axoo_05,NO
4,XO2020-1-105,Philippines,Lineage_02,Axoo_05,YES
5,XO2020-1-105,Philippines,Lineage_02,Axoo_07,YES
6,XO2020-1-105,Philippines,Lineage_02,Axoo_09,YES
7,XO2020-1-106,Philippines,Lineage_02,Axoo_05,YES
8,XO2020-1-106,Philippines,Lineage_02,Axoo_07,YES
9,XO2020-1-107,Philippines,Lineage_02,Axoo_05,YES
10,XO2020-1-107,Philippines,Lineage_02,Axoo_06,YES
11,XO2020-1-108,Philippines,Lineage_02,Axoo_05,YES
12,XO2020-1-108,Philippines,Lineage_02,Axoo_06,YES
13,XO2020-1-108,Philippines,Lineage_02,Axoo_09,YES
14,XO2020-1-109,Philippines,Lineage_02,Axoo_05,YES
15,XO2020-1-109,Philippines,Lineage_02,Axoo_07,YES
16,XO2020-1-11,Vietnam,Lineage_01,Unresolved,NO
17,XO2020-1-112,Philippines,Lineage_02,Axoo_05,YES
18,XO2020-1-112,Philippines,Lineage_02,Axoo_09,YES
19,XO2020-1-113,Philippines,Lineage_02,Axoo_05,YES
20,XO2020-1-113,Philippines,Lineage_02,Axoo_06,YES
21,XO2020-1-113,Philippines,Lineage_02,Axoo_09,YES
22,XO2020-1-116,Philippines,Lineage_02,Axoo_05,NO
23,XO2020-1-12,Vietnam,Lineage_03,Axoo_12,NO
24,XO2020-1-120,Philippines,Lineage_02,Axoo_05,YES
25,XO2020-1-120,Philippines,Lineage_02,Axoo_07,YES
26,XO2020-1-120,Philippines,Lineage_02,Axoo_09,YES
27,XO2020-1-121,Philippines,Lineage_02,Axoo_05,YES
28,XO2020-1-121,Philippines,Lineage_02,Axoo_06,YES
29,XO2020-1-121,Philippines,Lineage_02,Axoo_09,YES
30,XO2020-1-122,Philippines,Lineage_01,Unresolved,NO
31,XO2020-1-125,Philippines,NA,NA,NO
32,XO2020-1-13,Vietnam,Lineage_03,Axoo_12,NO
33,XO2020-1-136,Philippines,Lineage_02,Axoo_05,YES
34,XO2020-1-136,Philippines,Lineage_02,Axoo_07,YES
35,XO2020-1-137,Philippines,Lineage_02,Axoo_05,YES
36,XO2020-1-137,Philippines,Lineage_02,Axoo_09,YES
37,XO2020-1-138,Philippines,Lineage_02,Axoo_07,NO
38,XO2020-1-139,Philippines,Lineage_02,Axoo_05,YES
39,XO2020-1-139,Philippines,Lineage_02,Axoo_09,YES
40,XO2020-1-14,Vietnam,Lineage_01,Axoo_01,YES
41,XO2020-1-14,Vietnam,Lineage_02,Axoo_05,YES
42,XO2020-1-14,Vietnam,Lineage_02,Axoo_09,YES
43,XO2020-1-140,Philippines,Lineage_02,Axoo_05,NO
44,XO2020-1-143,Philippines,Lineage_02,Axoo_05,YES
45,XO2020-1-143,Philippines,Lineage_02,Axoo_07,YES
46,XO2020-1-144,Philippines,Lineage_01,Unresolved,YES
47,XO2020-1-144,Philippines,Xoc,Xoc,YES
48,XO2020-1-147,Philippines,Lineage_02,Axoo_06,NO
49,XO2020-1-15,Vietnam,Lineage_02,Axoo_07,YES
50,XO2020-1-15,Vietnam,Lineage_03,Axoo_12,YES
51,XO2020-1-151,Philippines,Lineage_02,Axoo_05,YES
52,XO2020-1-151,Philippines,Lineage_02,Axoo_09,YES
53,XO2020-1-152,Philippines,Lineage_02,Axoo_05,YES
54,XO2020-1-152,Philippines,Lineage_02,Axoo_07,YES
55,XO2020-1-153,Philippines,Lineage_02,Axoo_05,YES
56,XO2020-1-153,Philippines,Lineage_02,Axoo_09,YES
57,XO2020-1-156,Philippines,NA,NA,NO
58,XO2020-1-16,Vietnam,Lineage_02,Axoo_05,YES
59,XO2020-1-16,Vietnam,Lineage_02,Axoo_07,YES
60,XO2020-1-16,Vietnam,Lineage_02,Axoo_09,YES
61,XO2020-1-167,Philippines,Lineage_02,Axoo_05,YES
62,XO2020-1-167,Philippines,Lineage_02,Axoo_07,YES
63,XO2020-1-168,Philippines,Lineage_02,Axoo_07,YES
64,XO2020-1-168,Philippines,Lineage_02,Axoo_09,YES
65,XO2020-1-169,Philippines,Lineage_02,Axoo_05,NO
66,XO2020-1-17,Vietnam,Lineage_03,Axoo_12,NO
67,XO2020-1-170,Philippines,Lineage_02,Axoo_09,YES
68,XO2020-1-170,Philippines,Xoc,Xoc,YES
69,XO2020-1-171,Philippines,Lineage_01,Unresolved,YES
70,XO2020-1-171,Philippines,Lineage_02,Unresolved,YES
71,XO2020-1-174,Philippines,Lineage_02,Axoo_07,YES
72,XO2020-1-174,Philippines,Xoc,Xoc,YES
73,XO2020-1-175,Philippines,Lineage_02,Axoo_05,NO
74,XO2020-1-178,Philippines,Lineage_01,Axoo_02,YES
75,XO2020-1-178,Philippines,Lineage_02,Axoo_09,YES
76,XO2020-1-18,Vietnam,Lineage_03,Axoo_12,NO
77,XO2020-1-182,Philippines,Lineage_01,Unresolved,YES
78,XO2020-1-182,Philippines,Xoc,Xoc,YES
79,XO2020-1-183,Philippines,Lineage_02,Axoo_05,YES
80,XO2020-1-183,Philippines,Lineage_02,Axoo_09,YES
81,XO2020-1-184,Philippines,Lineage_01,Axoo_01,NO
82,XO2020-1-187,Philippines,Lineage_02,Axoo_05,YES
83,XO2020-1-187,Philippines,Lineage_02,Axoo_06,YES
84,XO2020-1-187,Philippines,Lineage_03,Axoo_12,YES
85,XO2020-1-189,Myanmar,Lineage_02,Axoo_09,NO
86,XO2020-1-19,Vietnam,Lineage_03,Axoo_12,NO
87,XO2020-1-190,Myanmar,Lineage_02,Axoo_07,NO
88,XO2020-1-191,Myanmar,Lineage_02,Axoo_07,NO
89,XO2020-1-192,Myanmar,Lineage_02,Axoo_06,YES
90,XO2020-1-192,Myanmar,Lineage_02,Axoo_07,YES
91,XO2020-1-193,Myanmar,Lineage_02,Axoo_09,NO
92,XO2020-1-194,Myanmar,Lineage_02,Axoo_07,NO
93,XO2020-1-195,Myanmar,Lineage_02,Axoo_07,NO
94,XO2020-1-196,Myanmar,Lineage_03,Axoo_12,NO
95,XO2020-1-197,Myanmar,Lineage_02,Axoo_09,NO
96,XO2020-1-198,Myanmar,Lineage_02,Axoo_06,NO
97,XO2020-1-199,Myanmar,Lineage_02,Axoo_09,NO
98,XO2020-1-2,Vietnam,Lineage_02,Axoo_05,YES
99,XO2020-1-2,Vietnam,Lineage_02,Axoo_07,YES
100,XO2020-1-2,Vietnam,Lineage_03,Axoo_12,YES
101,XO2020-1-20,Vietnam,Lineage_03,Axoo_12,NO
102,XO2020-1-200,Myanmar,Lineage_02,Axoo_07,NO
103,XO2020-1-201,Myanmar,Lineage_02,Axoo_06,NO
104,XO2020-1-202,Myanmar,Lineage_02,Axoo_09,NO
105,XO2020-1-203,Myanmar,Lineage_01,Unresolved,YES
106,XO2020-1-203,Myanmar,Lineage_02,Unresolved,YES
107,XO2020-1-203,Myanmar,Xoc,Xoc,YES
108,XO2020-1-204,Myanmar,Lineage_02,Axoo_07,NO
109,XO2020-1-205,Myanmar,Lineage_02,Axoo_07,NO
110,XO2020-1-206,Myanmar,Lineage_02,Axoo_09,NO
111,XO2020-1-207,Myanmar,Lineage_02,Axoo_09,NO
112,XO2020-1-208,Myanmar,Lineage_03,Axoo_12,NO
113,XO2020-1-209,Myanmar,Lineage_03,Axoo_12,NO
114,XO2020-1-21,Vietnam,Lineage_03,Axoo_12,NO
115,XO2020-1-210,Myanmar,Lineage_03,Axoo_12,NO
116,XO2020-1-211,Myanmar,Lineage_02,Axoo_07,NO
117,XO2020-1-212,Myanmar,Lineage_03,Axoo_12,NO
118,XO2020-1-213,Myanmar,Lineage_02,Axoo_07,NO
119,XO2020-1-214,Myanmar,Lineage_02,Axoo_07,YES
120,XO2020-1-214,Myanmar,Lineage_02,Axoo_09,YES
121,XO2020-1-215,Myanmar,Lineage_02,Axoo_09,NO
122,XO2020-1-216,Myanmar,Lineage_02,Axoo_09,NO
123,XO2020-1-217,Myanmar,Lineage_02,Axoo_07,NO
124,XO2020-1-218,Myanmar,Lineage_03,Axoo_12,NO
125,XO2020-1-219,Myanmar,Lineage_01,Unresolved,YES
126,XO2020-1-219,Myanmar,Lineage_02,Unresolved,YES
127,XO2020-1-219,Myanmar,Xoc,Xoc,YES
128,XO2020-1-22,Vietnam,Lineage_03,Axoo_12,NO
129,XO2020-1-220,Myanmar,Lineage_03,Axoo_12,NO
130,XO2020-1-221,Myanmar,Lineage_03,Axoo_12,NO
131,XO2020-1-222,Myanmar,Lineage_02,Axoo_07,YES
132,XO2020-1-222,Myanmar,Lineage_02,Axoo_09,YES
133,XO2020-1-223,Myanmar,Lineage_03,Axoo_12,NO
134,XO2020-1-224,Myanmar,Lineage_02,Axoo_09,YES
135,XO2020-1-224,Myanmar,Xoc,Xoc,YES
136,XO2020-1-225,Myanmar,Lineage_02,Axoo_09,NO
137,XO2020-1-226,Myanmar,Lineage_02,Axoo_09,NO
138,XO2020-1-227,Myanmar,Lineage_02,Axoo_09,NO
139,XO2020-1-228,Myanmar,Lineage_02,Axoo_09,YES
140,XO2020-1-228,Myanmar,Xoc,Xoc,YES
141,XO2020-1-229,Myanmar,Lineage_02,Axoo_09,YES
142,XO2020-1-229,Myanmar,Xoc,Xoc,YES
143,XO2020-1-23,Vietnam,Lineage_02,Axoo_05,NO
144,XO2020-1-230,Myanmar,Lineage_02,Axoo_07,YES
145,XO2020-1-230,Myanmar,Xoc,Xoc,YES
146,XO2020-1-231,Myanmar,Lineage_02,Axoo_09,NO
147,XO2020-1-232,Myanmar,Lineage_02,Axoo_07,NO
148,XO2020-1-233,Myanmar,Lineage_02,Axoo_09,NO
149,XO2020-1-234,Myanmar,Lineage_03,Axoo_12,NO
150,XO2020-1-235,Myanmar,Lineage_03,Axoo_12,NO
151,XO2020-1-236,Myanmar,Lineage_01,Unresolved,YES
152,XO2020-1-236,Myanmar,Lineage_03,Unresolved,YES
153,XO2020-1-237,Myanmar,Lineage_02,Axoo_07,NO
154,XO2020-1-238,Myanmar,Lineage_02,Axoo_07,NO
155,XO2020-1-239,Myanmar,Lineage_02,Axoo_09,NO
156,XO2020-1-24,Vietnam,Lineage_03,Axoo_12,YES
157,XO2020-1-24,Vietnam,Xoc,Xoc,YES
158,XO2020-1-240,Myanmar,Lineage_02,Axoo_07,NO
159,XO2020-1-241,Myanmar,Lineage_02,Axoo_06,NO
160,XO2020-1-242,Myanmar,Lineage_03,Axoo_12,NO
161,XO2020-1-243,Myanmar,Lineage_02,Axoo_09,YES
162,XO2020-1-243,Myanmar,Lineage_03,Axoo_12,YES
163,XO2020-1-244,Myanmar,Lineage_03,Axoo_12,NO
164,XO2020-1-245,Myanmar,Lineage_02,Axoo_07,NO
165,XO2020-1-246,Myanmar,Lineage_02,Axoo_07,YES
166,XO2020-1-246,Myanmar,Xoc,Xoc,YES
167,XO2020-1-247,Myanmar,Lineage_02,Axoo_09,NO
168,XO2020-1-248,Myanmar,Lineage_02,Axoo_07,NO
169,XO2020-1-249,Myanmar,Lineage_02,Axoo_06,YES
170,XO2020-1-249,Myanmar,Lineage_02,Axoo_07,YES
171,XO2020-1-249,Myanmar,Lineage_02,Axoo_09,YES
172,XO2020-1-25,Cambodia,NA,NA,NO
173,XO2020-1-250,Myanmar,Lineage_02,Axoo_09,NO
174,XO2020-1-251,Myanmar,Lineage_03,Axoo_12,NO
175,XO2020-1-252,Myanmar,Lineage_02,Axoo_07,YES
176,XO2020-1-252,Myanmar,Xoc,Xoc,YES
177,XO2020-1-253,Myanmar,Lineage_02,Axoo_07,YES
178,XO2020-1-253,Myanmar,Xoc,Xoc,YES
179,XO2020-1-254,Myanmar,Lineage_02,Axoo_07,NO
180,XO2020-1-255,Myanmar,Lineage_03,Axoo_12,NO
181,XO2020-1-256,Myanmar,Lineage_02,Axoo_09,NO
182,XO2020-1-257,Myanmar,Lineage_02,Axoo_07,NO
183,XO2020-1-258,Myanmar,Lineage_03,Axoo_12,NO
184,XO2020-1-259,Myanmar,Lineage_03,Axoo_12,NO
185,XO2020-1-26,Cambodia,Lineage_02,Axoo_05,YES
186,XO2020-1-26,Cambodia,Lineage_02,Axoo_09,YES
187,XO2020-1-260,Myanmar,Lineage_02,Axoo_07,NO
188,XO2020-1-261,Myanmar,Lineage_02,Axoo_07,NO
189,XO2020-1-262,Myanmar,Lineage_02,Axoo_09,NO
190,XO2020-1-263,Myanmar,Lineage_03,Axoo_12,NO
191,XO2020-1-264,Myanmar,Lineage_02,Axoo_07,NO
192,XO2020-1-265,Myanmar,Lineage_03,Axoo_12,NO
193,XO2020-1-266,Myanmar,Lineage_03,Axoo_12,NO
194,XO2020-1-267,Myanmar,Lineage_02,Axoo_07,NO
195,XO2020-1-268,Myanmar,Lineage_03,Axoo_12,NO
196,XO2020-1-269,Myanmar,NA,NA,NO
197,XO2020-1-27,Cambodia,NA,NA,NO
198,XO2020-1-270,Myanmar,Lineage_01,Unresolved,YES
199,XO2020-1-270,Myanmar,Lineage_03,Unresolved,YES
200,XO2020-1-271,Myanmar,Lineage_03,Axoo_12,NO
201,XO2020-1-272,Myanmar,Lineage_02,Axoo_09,NO
202,XO2020-1-273,Myanmar,Lineage_02,Axoo_07,NO
203,XO2020-1-274,Myanmar,Xoc,Xoc,NO
204,XO2020-1-275,Myanmar,Lineage_02,Axoo_06,YES
205,XO2020-1-275,Myanmar,Lineage_02,Axoo_07,YES
206,XO2020-1-276,Myanmar,Lineage_01,Axoo_01,YES
207,XO2020-1-276,Myanmar,Lineage_02,Axoo_06,YES
208,XO2020-1-276,Myanmar,Xoc,Xoc,YES
209,XO2020-1-277,Myanmar,Lineage_02,Axoo_09,NO
210,XO2020-1-278,Myanmar,Lineage_03,Axoo_12,NO
211,XO2020-1-279,Myanmar,Lineage_02,Axoo_09,YES
212,XO2020-1-279,Myanmar,Xoc,Xoc,YES
213,XO2020-1-28,Cambodia,Lineage_02,Axoo_05,NO
214,XO2020-1-280,Myanmar,Lineage_02,Axoo_07,NO
215,XO2020-1-281,Myanmar,Lineage_01,Axoo_01,YES
216,XO2020-1-281,Myanmar,Lineage_02,Axoo_07,YES
217,XO2020-1-281,Myanmar,Lineage_02,Axoo_09,YES
218,XO2020-1-282,Myanmar,Lineage_02,Axoo_09,NO
219,XO2020-1-29,Cambodia,Lineage_02,Axoo_05,YES
220,XO2020-1-29,Cambodia,Lineage_02,Axoo_09,YES
221,XO2020-1-29,Cambodia,Xoc,Xoc,YES
222,XO2020-1-3,Vietnam,Lineage_03,Axoo_12,NO
223,XO2020-1-30,Cambodia,Lineage_02,Axoo_05,NO
224,XO2020-1-31,Cambodia,Lineage_02,Axoo_05,NO
225,XO2020-1-32,Cambodia,Lineage_02,Axoo_07,YES
226,XO2020-1-32,Cambodia,Xoc,Xoc,YES
227,XO2020-1-33,Cambodia,Lineage_01,Unresolved,NO
228,XO2020-1-34,Cambodia,Lineage_02,Axoo_05,YES
229,XO2020-1-34,Cambodia,Lineage_02,Axoo_09,YES
230,XO2020-1-35,Cambodia,NA,NA,NO
231,XO2020-1-36,Cambodia,Lineage_02,Unresolved,NO
232,XO2020-1-37,Cambodia,Lineage_03,Axoo_12,NO
233,XO2020-1-38,Cambodia,Lineage_02,Unresolved,NO
234,XO2020-1-39,Cambodia,Lineage_02,Axoo_05,YES
235,XO2020-1-39,Cambodia,Xoc,Xoc,YES
236,XO2020-1-4,Vietnam,Lineage_01,Unresolved,YES
237,XO2020-1-4,Vietnam,Lineage_03,Unresolved,YES
238,XO2020-1-40,Cambodia,Lineage_01,Unresolved,YES
239,XO2020-1-40,Cambodia,Lineage_02,Unresolved,YES
240,XO2020-1-40,Cambodia,Xoc,Xoc,YES
241,XO2020-1-41,Cambodia,Lineage_02,Axoo_05,YES
242,XO2020-1-41,Cambodia,Xoc,Xoc,YES
243,XO2020-1-42,Cambodia,Lineage_02,Axoo_05,YES
244,XO2020-1-42,Cambodia,Xoc,Xoc,YES
245,XO2020-1-43,Cambodia,Lineage_02,Axoo_07,YES
246,XO2020-1-43,Cambodia,Xoc,Xoc,YES
247,XO2020-1-44,Cambodia,Lineage_02,Axoo_05,YES
248,XO2020-1-44,Cambodia,Lineage_02,Axoo_07,YES
249,XO2020-1-44,Cambodia,Lineage_02,Axoo_09,YES
250,XO2020-1-45,Cambodia,Lineage_03,Axoo_12,NO
251,XO2020-1-46,Cambodia,NA,NA,NO
252,XO2020-1-47,Cambodia,Lineage_01,Unresolved,YES
253,XO2020-1-47,Cambodia,Xoc,Xoc,YES
254,XO2020-1-48,Cambodia,Lineage_01,Unresolved,YES
255,XO2020-1-48,Cambodia,Xoc,Xoc,YES
256,XO2020-1-49,Cambodia,NA,NA,NO
257,XO2020-1-5,Vietnam,Lineage_01,Axoo_01,YES
258,XO2020-1-5,Vietnam,Lineage_02,Axoo_05,YES
259,XO2020-1-5,Vietnam,Lineage_02,Axoo_09,YES
260,XO2020-1-50,Cambodia,Xoc,Xoc,NO
261,XO2020-1-51,Cambodia,Lineage_02,Axoo_05,YES
262,XO2020-1-51,Cambodia,Lineage_02,Axoo_09,YES
263,XO2020-1-51,Cambodia,Xoc,Xoc,YES
264,XO2020-1-52,Philippines,Lineage_02,Axoo_07,YES
265,XO2020-1-52,Philippines,Xoc,Xoc,YES
266,XO2020-1-53,Philippines,Lineage_02,Axoo_07,YES
267,XO2020-1-53,Philippines,Xoc,Xoc,YES
268,XO2020-1-54,Philippines,Lineage_02,Axoo_07,YES
269,XO2020-1-54,Philippines,Xoc,Xoc,YES
270,XO2020-1-55,Philippines,Lineage_02,Axoo_07,YES
271,XO2020-1-55,Philippines,Xoc,Xoc,YES
272,XO2020-1-56,Philippines,Lineage_02,Axoo_07,YES
273,XO2020-1-56,Philippines,Xoc,Xoc,YES
274,XO2020-1-57,Philippines,Lineage_02,Axoo_07,YES
275,XO2020-1-57,Philippines,Xoc,Xoc,YES
276,XO2020-1-58,Philippines,Lineage_02,Axoo_07,YES
277,XO2020-1-58,Philippines,Xoc,Xoc,YES
278,XO2020-1-59,Philippines,Lineage_02,Axoo_07,YES
279,XO2020-1-59,Philippines,Xoc,Xoc,YES
280,XO2020-1-6,Vietnam,Lineage_03,Axoo_12,NO
281,XO2020-1-60,Philippines,Lineage_02,Axoo_07,YES
282,XO2020-1-60,Philippines,Xoc,Xoc,YES
283,XO2020-1-61,Philippines,Lineage_02,Axoo_07,YES
284,XO2020-1-61,Philippines,Xoc,Xoc,YES
285,XO2020-1-62,Philippines,Lineage_02,Axoo_07,YES
286,XO2020-1-62,Philippines,Xoc,Xoc,YES
287,XO2020-1-63,Philippines,Lineage_02,Axoo_07,YES
288,XO2020-1-63,Philippines,Xoc,Xoc,YES
289,XO2020-1-64,Philippines,Lineage_02,Axoo_07,YES
290,XO2020-1-64,Philippines,Xoc,Xoc,YES
291,XO2020-1-65,Philippines,Lineage_02,Axoo_07,YES
292,XO2020-1-65,Philippines,Xoc,Xoc,YES
293,XO2020-1-66,Philippines,Lineage_02,Axoo_07,YES
294,XO2020-1-66,Philippines,Xoc,Xoc,YES
295,XO2020-1-67,Philippines,Lineage_02,Axoo_07,YES
296,XO2020-1-67,Philippines,Xoc,Xoc,YES
297,XO2020-1-68,Philippines,Lineage_02,Axoo_07,YES
298,XO2020-1-68,Philippines,Xoc,Xoc,YES
299,XO2020-1-69,Philippines,Lineage_02,Axoo_07,YES
300,XO2020-1-69,Philippines,Xoc,Xoc,YES
301,XO2020-1-7,Vietnam,Lineage_03,Axoo_12,NO
302,XO2020-1-70,Philippines,Lineage_02,Axoo_07,YES
303,XO2020-1-70,Philippines,Xoc,Xoc,YES
304,XO2020-1-71,Philippines,Lineage_02,Axoo_07,YES
305,XO2020-1-71,Philippines,Xoc,Xoc,YES
306,XO2020-1-72,Philippines,Lineage_02,Axoo_07,YES
307,XO2020-1-72,Philippines,Xoc,Xoc,YES
308,XO2020-1-73,Philippines,Lineage_02,Axoo_07,YES
309,XO2020-1-73,Philippines,Xoc,Xoc,YES
310,XO2020-1-74,Philippines,Lineage_02,Axoo_07,YES
311,XO2020-1-74,Philippines,Xoc,Xoc,YES
312,XO2020-1-75,Philippines,Lineage_02,Axoo_07,YES
313,XO2020-1-75,Philippines,Xoc,Xoc,YES
314,XO2020-1-76,Philippines,Lineage_02,Axoo_07,YES
315,XO2020-1-76,Philippines,Xoc,Xoc,YES
316,XO2020-1-77,Philippines,Lineage_02,Axoo_07,YES
317,XO2020-1-77,Philippines,Xoc,Xoc,YES
318,XO2020-1-78,Philippines,Lineage_02,Axoo_07,YES
319,XO2020-1-78,Philippines,Xoc,Xoc,YES
320,XO2020-1-79,Philippines,Lineage_02,Axoo_07,YES
321,XO2020-1-79,Philippines,Xoc,Xoc,YES
322,XO2020-1-8,Vietnam,Lineage_03,Axoo_12,NO
323,XO2020-1-80,Philippines,Lineage_02,Axoo_07,YES
324,XO2020-1-80,Philippines,Xoc,Xoc,YES
325,XO2020-1-81,Philippines,Lineage_03,Axoo_11,NO
326,XO2020-1-82,Philippines,NA,NA,NO
327,XO2020-1-83,Philippines,Lineage_03,Axoo_12,NO
328,XO2020-1-84,Philippines,NA,NA,NO
329,XO2020-1-85,Philippines,NA,NA,NO
330,XO2020-1-86,Philippines,Lineage_02,Axoo_06,YES
331,XO2020-1-86,Philippines,Lineage_02,Axoo_07,YES
332,XO2020-1-87,Philippines,NA,NA,NO
333,XO2020-1-88,Philippines,Lineage_03,Axoo_12,NO
334,XO2020-1-89,Philippines,Lineage_03,Axoo_12,NO
335,XO2020-1-9,Vietnam,Lineage_02,Axoo_05,YES
336,XO2020-1-9,Vietnam,Lineage_02,Axoo_09,YES
337,XO2020-1-90,Philippines,Lineage_03,Axoo_12,NO
338,XO2020-1-91,Philippines,NA,NA,NO
339,XO2020-1-92,Philippines,Lineage_03,Axoo_11,NO
340,XO2020-1-93,Philippines,Lineage_03,Axoo_12,NO
341,XO2020-1-94,Philippines,Lineage_03,Axoo_12,NO
342,XO2020-1-95,Philippines,Lineage_02,Axoo_05,YES
343,XO2020-1-95,Philippines,Lineage_02,Axoo_07,YES
344,XO2020-1-95,Philippines,Lineage_02,Axoo_09,YES
345,XO2020-1-96,Philippines,Lineage_02,Axoo_05,YES
346,XO2020-1-96,Philippines,Lineage_02,Axoo_07,YES
347,XO2020-1-96,Philippines,Lineage_02,Axoo_09,YES
348,XO2020-1-97,Philippines,Lineage_02,Axoo_05,YES
349,XO2020-1-97,Philippines,Lineage_02,Axoo_06,YES
350,XO2020-1-97,Philippines,Lineage_02,Axoo_07,YES
351,XO2020-1-98,Philippines,Lineage_02,Axoo_06,YES
352,XO2020-1-98,Philippines,Lineage_02,Axoo_07,YES
353,XO2020-1-99,Philippines,Lineage_02,Axoo_05,YES
354,XO2020-1-99,Philippines,Lineage_02,Axoo_06,YES
355,XO2020-1-99,Philippines,Lineage_02,Axoo_09,YES
356,XO2020-1-IXG-1,India,Lineage_01,Unresolved,NO
357,XO2020-1-IXG-10,India,NA,NA,NO
358,XO2020-1-IXG-11,India,Lineage_02,Axoo_07,NO
359,XO2020-1-IXG-12,India,Lineage_02,Axoo_07,NO
360,XO2020-1-IXG-13,India,Lineage_02,Axoo_09,NO
361,XO2020-1-IXG-14,India,Lineage_02,Axoo_09,NO
362,XO2020-1-IXG-15,India,Lineage_02,Axoo_09,NO
363,XO2020-1-IXG-16,India,Lineage_02,Axoo_09,NO
364,XO2020-1-IXG-17,India,Lineage_02,Axoo_07,NO
365,XO2020-1-IXG-18,India,Lineage_02,Axoo_07,NO
366,XO2020-1-IXG-19,India,Lineage_02,Axoo_09,NO
367,XO2020-1-IXG-2,India,Lineage_02,Axoo_07,NO
368,XO2020-1-IXG-20,India,Lineage_03,Axoo_12,NO
369,XO2020-1-IXG-21,India,Lineage_03,Axoo_10,NO
370,XO2020-1-IXG-22,India,Lineage_03,Axoo_10,NO
371,XO2020-1-IXG-23,India,Lineage_02,Axoo_07,NO
372,XO2020-1-IXG-24,India,Lineage_03,Axoo_12,NO
373,XO2020-1-IXG-25,India,Lineage_03,Axoo_10,NO
374,XO2020-1-IXG-26,India,Lineage_02,Axoo_07,NO
375,XO2020-1-IXG-27,India,Lineage_02,Axoo_07,NO
376,XO2020-1-IXG-28,India,Lineage_02,Axoo_09,NO
377,XO2020-1-IXG-29,India,Lineage_02,Axoo_09,NO
378,XO2020-1-IXG-3,India,Lineage_02,Axoo_07,YES
379,XO2020-1-IXG-3,India,Lineage_02,Axoo_09,YES
380,XO2020-1-IXG-30,India,Lineage_02,Axoo_07,YES
381,XO2020-1-IXG-30,India,Lineage_02,Axoo_09,YES
382,XO2020-1-IXG-31,India,Lineage_02,Axoo_09,NO
383,XO2020-1-IXG-32,India,Lineage_02,Axoo_06,NO
384,XO2020-1-IXG-33,India,Lineage_02,Axoo_09,NO
385,XO2020-1-IXG-34,India,Lineage_02,Axoo_09,NO
386,XO2020-1-IXG-35,India,Lineage_02,Axoo_09,NO
387,XO2020-1-IXG-36,India,Lineage_02,Axoo_09,NO
388,XO2020-1-IXG-37,India,Lineage_02,Axoo_09,NO
389,XO2020-1-IXG-38,India,Lineage_02,Axoo_06,YES
390,XO2020-1-IXG-38,India,Lineage_02,Axoo_07,YES
391,XO2020-1-IXG-38,India,Lineage_02,Axoo_09,YES
392,XO2020-1-IXG-39,India,Lineage_02,Axoo_09,NO
393,XO2020-1-IXG-4,India,Lineage_02,Axoo_07,NO
394,XO2020-1-IXG-40,India,Lineage_02,Axoo_09,NO
395,XO2020-1-IXG-41,India,Lineage_02,Axoo_06,NO
396,XO2020-1-IXG-42,India,Lineage_02,Axoo_06,NO
397,XO2020-1-IXG-43,India,Lineage_02,Axoo_07,YES
398,XO2020-1-IXG-43,India,Lineage_02,Axoo_09,YES
399,XO2020-1-IXG-44,India,Lineage_03,Axoo_10,NO
400,XO2020-1-IXG-45,India,Lineage_02,Axoo_09,NO
401,XO2020-1-IXG-46,India,Lineage_02,Axoo_09,NO
402,XO2020-1-IXG-47,India,Lineage_02,Axoo_09,NO
403,XO2020-1-IXG-48,India,Lineage_02,Axoo_09,NO
404,XO2020-1-IXG-49,India,Lineage_02,Axoo_09,NO
405,XO2020-1-IXG-5,India,Lineage_03,Axoo_12,NO
406,XO2020-1-IXG-50,India,Lineage_02,Axoo_09,NO
407,XO2020-1-IXG-51,India,Lineage_02,Axoo_07,YES
408,XO2020-1-IXG-51,India,Lineage_02,Axoo_09,YES
409,XO2020-1-IXG-52,India,Lineage_02,Axoo_09,NO
410,XO2020-1-IXG-53,India,Lineage_02,Axoo_09,NO
411,XO2020-1-IXG-54,India,Lineage_02,Axoo_09,NO
412,XO2020-1-IXG-55,India,Lineage_02,Axoo_09,NO
413,XO2020-1-IXG-56,India,Lineage_02,Axoo_09,NO
414,XO2020-1-IXG-57,India,Lineage_02,Axoo_07,YES
415,XO2020-1-IXG-57,India,Lineage_02,Axoo_09,YES
416,XO2020-1-IXG-58,India,Lineage_02,Axoo_07,YES
417,XO2020-1-IXG-58,India,Lineage_02,Axoo_09,YES
418,XO2020-1-IXG-59,India,Lineage_02,Axoo_09,NO
419,XO2020-1-IXG-6,India,Lineage_02,Axoo_09,NO
420,XO2020-1-IXG-60,India,Lineage_02,Axoo_09,NO
421,XO2020-1-IXG-61,India,Lineage_02,Axoo_09,NO
422,XO2020-1-IXG-62,India,Lineage_02,Axoo_09,NO
423,XO2020-1-IXG-63,India,Lineage_02,Axoo_07,NO
424,XO2020-1-IXG-64,India,Lineage_02,Axoo_07,YES
425,XO2020-1-IXG-64,India,Lineage_02,Axoo_09,YES
426,XO2020-1-IXG-65,India,Lineage_02,Axoo_07,NO
