id,databasecode,samplecode,isolatename,district,province,country,latitude,longitude,year,ricevarsource,ricegrowthstage,percdiseasedleaf,institute,sampletype,runcode,lineage,AxooPopn
190,XO2020-1-192,RO_2019_192,BB 226,Patheingyi,Mandalay Region,Myanmar,20.98724,95.765675,2016,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_06
191,XO2020-1-193,RO_2019_193,BB 203,Watt lat,Sagaing Region,Myanmar,24.476849,95.47474,2016,PawSanYin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
192,XO2020-1-194,RO_2019_194,BB 204,Sagaing,Sagaing Region,Myanmar,24.476849,95.47474,2016,PawSan,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
193,XO2020-1-195,RO_2019_195,BB 202,Shwe Bo,Sagaing Region,Myanmar,24.476849,95.47474,2016,PawSan,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
194,XO2020-1-197,RO_2019_197,BB 11,Zabuthiri,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2015,Palethwe,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
195,XO2020-1-198,RO_2019_198,BB 221,Patheingyi,Mandalay Region,Myanmar,20.98724,95.765675,2016,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_06
196,XO2020-1-199,RO_2019_199,BB 28,Zabuthiri,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2015,Hybrid,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
197,XO2020-1-200,RO_2019_200,BB 231,Madayar,Mandalay Region,Myanmar,20.98724,95.765675,2016,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
198,XO2020-1-201,RO_2019_201,BB 222,Patheingyi,Mandalay Region,Myanmar,20.98724,95.765675,2016,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_06
199,XO2020-1-202,RO_2019_202,BB 226,Patheingyi,Mandalay Region,Myanmar,20.98724,95.765675,2016,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
200,XO2020-1-203,RO_2019_203,BB 144,Ein Mal,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Manawthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_01,L1_Unresolved
201,XO2020-1-204,RO_2019_204,BB 237,Kyauk Se,Mandalay Region,Myanmar,20.98724,95.765675,2016,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
202,XO2020-1-205,RO_2019_205,BB 228,Madayar,Mandalay Region,Myanmar,20.98724,95.765675,2016,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
203,XO2020-1-206,RO_2019_206,BB 190,Hmawbi,Yangon Region,Myanmar,16.647565,96.112922,2015,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
204,XO2020-1-207,RO_2019_207,BB 2,Zabuthiri,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2015,PawSan,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
205,XO2020-1-211,RO_2019_211,BB 139,Myaung Mya,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Hankar,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
206,XO2020-1-213,RO_2019_213,BB 230,Madayar,Mandalay Region,Myanmar,20.98724,95.765675,2017,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
207,XO2020-1-214,RO_2019_214,BB 196,Hmawbi,Yangon Region,Myanmar,16.647565,96.112922,2017,Yatanartoe,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
208,XO2020-1-215,RO_2019_215,BB 212,Kang Lay Daunt,Ayeyarwady Region,Myanmar,16.834008,95.180471,2017,Manawthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
209,XO2020-1-216,RO_2019_216,BB 5,Zabuthiri,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2017,Palethwe,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
210,XO2020-1-217,RO_2019_217,BB 10,Zabuthiri,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2017,Palethwe,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
211,XO2020-1-219,RO_2019_219,BB 78,Wow,Bago Region,Myanmar,18.245707,96.100493,2017,Manawthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_01,L1_Unresolved
212,XO2020-1-222,RO_2019_222,BB 187,Dedaye,Yangon Region,Myanmar,16.647565,96.112922,2017,Pawsan BayGyar,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
213,XO2020-1-224,RO_2019_224,BB 165,Twon tay,Ayeyarwady Region,Myanmar,16.834008,95.180471,2017,PawSan,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
214,XO2020-1-225,RO_2019_225,BB 7,Zabuthiri,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2017,Palethwe,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
215,XO2020-1-226,RO_2019_226,BB 25,Pohbba Thiri,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2017,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
216,XO2020-1-227,RO_2019_227,BB 163,Kyaung gon,Ayeyarwady Region,Myanmar,16.834008,95.180471,2017,PawSan,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
217,XO2020-1-228,RO_2019_228,BB 183,Pyapon,Ayeyarwady Region,Myanmar,16.834008,95.180471,2017,PawSan,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
218,XO2020-1-229,RO_2019_229,BB 74,Wow,Bago Region,Myanmar,18.245707,96.100493,2017,Hybrid,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
219,XO2020-1-230,RO_2019_230,BB 147,Myaung Mya,Ayeyarwady Region,Myanmar,16.834008,95.180471,2017,Hankar,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
220,XO2020-1-231,RO_2019_231,BB 154,Myaung Mya,Ayeyarwady Region,Myanmar,16.834008,95.180471,2017,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
221,XO2020-1-232,RO_2019_232,BB 211,Shwe Bo,Sagaing Region,Myanmar,24.476849,95.47474,2017,PawSan,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
222,XO2020-1-233,RO_2019_233,BB 1,Zabuthiri,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2015,Ayeyar Badathar,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
223,XO2020-1-237,RO_2019_237,BB 200,Shwe Bo,Sagaing Region,Myanmar,24.476849,95.47474,2017,Paw San,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
224,XO2020-1-238,RO_2019_238,BB 205,Watt lat,Sagaing Region,Myanmar,24.476849,95.47474,2017,Paw San,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
225,XO2020-1-239,RO_2019_239,BB 206,Watt lat,Sagaing Region,Myanmar,24.476849,95.47474,2017,Paw San,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
226,XO2020-1-240,RO_2019_240,BB 210,Watt lat,Sagaing Region,Myanmar,24.476849,95.47474,2017,Paw San,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
227,XO2020-1-241,RO_2019_241,BB 214,Patheingyi,Mandalay Region,Myanmar,20.98724,95.765675,2017,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_06
228,XO2020-1-245,RO_2019_245,BB 133,Myaung Mya,Ayeyarwady Region,Myanmar,16.834008,95.180471,2017,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
229,XO2020-1-246,RO_2019_246,BB 134,Kang Gyi Daunt,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Shwe Thwe Yin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
230,XO2020-1-247,RO_2019_247,BB 241,Yezin,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2017,Manawthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
231,XO2020-1-248,RO_2019_248,BB 105,Taung Ngu,Bago Region,Myanmar,18.245707,96.100493,2015,Manawthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
232,XO2020-1-249,RO_2019_249,BB 108,Thayaung Chaung,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Paw San Yin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_06
233,XO2020-1-250,RO_2019_250,BB 111,Pann Ta Naw,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Inn Ma,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
234,XO2020-1-252,RO_2019_252,BB 118,Pann Ta Naw,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
235,XO2020-1-253,RO_2019_253,BB 121,Pann Ta Naw,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Hybrid,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
236,XO2020-1-254,RO_2019_254,BB 122,Kan Gyi Daunt,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Thukha Hmwe,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
237,XO2020-1-256,RO_2019_256,BB 89,Dike OO,Bago Region,Myanmar,18.245707,96.100493,2015,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
238,XO2020-1-257,RO_2019_257,BB 216,Madayar,Mandalay Region,Myanmar,20.98724,95.765675,2016,Manawthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
239,XO2020-1-260,RO_2019_260,Yezin,Yezin,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2019,Manawthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
240,XO2020-1-261,RO_2019_261,BB 201,Watt lat,Sagaing Region,Myanmar,24.476849,95.47474,2016,Paw San,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
241,XO2020-1-262,RO_2019_262,BB 53,Pyinmana,Naypyidaw Union Territory,Myanmar,20.280709,96.265883,2015,Manawthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
242,XO2020-1-264,RO_2019_264,BB 31,Kyaut tan,Yangon Region,Myanmar,16.647565,96.112922,2015,Shwe Manaw,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
243,XO2020-1-267,RO_2019_267,BB 44,Kyauk Se,Mandalay Region,Myanmar,20.98724,95.765675,2016,Ayeyarmin,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
244,XO2020-1-269,RO_2019_269,BB 52,Lewi Kaw,Kayah State,Myanmar,19.281251,97.329181,2016,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,NA,NA
245,XO2020-1-272,RO_2019_272,BB 152,Myaung Mya,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Manawphyu,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
246,XO2020-1-273,RO_2019_273,BB 145,Maupin,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Thukha Hmwe,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_07
247,XO2020-1-274,RO_2019_274,BB 124,Pathein,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Paw San Bay Gyar,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Xoc,Xoc
248,XO2020-1-275,RO_2019_275,BB 119,Nyaung don,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Yatanar -1,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_06
249,XO2020-1-276,RO_2019_276,BB 164,Kyaung gon,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_01,Axoo_01
250,XO2020-1-277,RO_2019_277,BB 160,Nyaung don,Ayeyarwady Region,Myanmar,16.834008,95.180471,2015,Sinthukha,NA,NA,Department of Agricultural Research,Leaf,XO2020-1,Lineage_02,Axoo_09
