vCode,databaseCode,sampleCode,isolateName,district,province,country,year,riceVarSource,riceGrowthStage,percDiseasedLeaf,institute,sampleType,runCode,lineage,AxooPopn,latitude,longitude
VCE_00979,XO2020-2-534,VXO_144,VXO_144,Giang Thanh,Kien Giang,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,9.9904962,105.2435248
VCE_00980,XO2020-2-535,VXO_146,VXO_146,Giang Thanh,Kien Giang,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,9.9904962,105.2435248
VCE_00981,XO2020-2-536,VXO_147,VXO_147,Chau Thanh,Ben Tre,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.1093637,106.4811559
VCE_00982,XO2020-2-537,VXO_148,VXO_148,Chau Thanh,Ben Tre,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.1093637,106.4811559
VCE_00983,XO2020-2-538,VXO_149,VXO_149,Chau Thanh,Ben Tre,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.1093637,106.4811559
VCE_00989,XO2020-2-543,VXO_159,VXO_159,Hung Ha,Thai Binh,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,,20.5296832,106.3876068
VCE_00990,XO2020-2-544,VXO_160,VXO_160,Thai Binh,Thai Binh,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.5296832,106.3876068
VCE_00991,XO2020-2-545,VXO_162,VXO_162,Thai Binh,Thai Binh,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,,20.5296832,106.3876068
VCE_00992,XO2020-2-546,VXO_163,VXO_163,Hoai Duc,Ha Noi City,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00993,XO2020-2-547,VXO_167,VXO_167,Hoai Duc,Ha Noi City,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00994,XO2020-2-548,VXO_168,VXO_168,Dien Bien,Dien Bien,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.6546566,103.2168632
VCE_00995,XO2020-2-549,VXO_169,VXO_169,Tu Ky,Hai Duong,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.8930571,106.3725441
VCE_00997,XO2020-2-550,VXO_171,VXO_171,Dien Bien,Dien Bien,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.6546566,103.2168632
VCE_00998,XO2020-2-551,VXO_172,VXO_172,Dien Bien,Dien Bien,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.6546566,103.2168632
VCE_00999,XO2020-2-552,VXO_176,VXO_176,Tu Ky,Hai Duong,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.8930571,106.3725441
VCE_01000,XO2020-2-553,VXO_177,VXO_177,Dien Bien,Dien Bien,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.6546566,103.2168632
VCE_01001,XO2020-2-554,VXO_178,VXO_178,Dien Bien,Dien Bien,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.6546566,103.2168632
VCE_01002,XO2020-2-555,VXO_179,VXO_179,Tu Ky,Hai Duong,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.8930571,106.3725441
VCE_01003,XO2020-2-556,VXO_180,VXO_180,Tu Ky,Hai Duong,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.8930571,106.3725441
VCE_01004,XO2020-2-557,VXO_181,VXO_181,Hoai Duc,Ha Noi City,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_01005,XO2020-2-558,VXO_182,VXO_182,Hoai Duc,Ha Noi City,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_01006,XO2020-2-559,VXO_183,VXO_183,Tu Ky,Hai Duong,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,,20.8930571,106.3725441
VCE_01008,XO2020-2-560,VXO_184,VXO_184,Tu Ky,Hai Duong,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.8930571,106.3725441
VCE_01009,XO2020-2-561,VXO_185,VXO_185,Dien Bien,Dien Bien,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.6546566,103.2168632
VCE_01010,XO2020-2-562,VXO_186,VXO_186,Hoai Duc,Ha Noi City,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_01011,XO2020-2-563,VXO_187,VXO_187,Hoai Duc,Ha Noi City,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_01012,XO2020-2-564,VXO_188,VXO_188,Dien Bien,Dien Bien,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.6546566,103.2168632
VCE_01013,XO2020-2-565,VXO_189,VXO_189,Dien Bien,Dien Bien,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.6546566,103.2168632
VCE_01283,Xo2021-1-1,VXO_47,VXO_47,,Vinh Long,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,,10.1203043,106.0125705
VCE_01536,Xo2021-1-33,VXO_141,VXO_141,Chau Thanh,An Giang,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,10.5392057,105.2312822
VCE_01553,Xo2021-1-34,VXO_145,VXO_145,Giang Thanh,Kien Giang,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,9.9904962,105.2435248
VCE_01633,Xo2021-1-39,VXO_161,VXO_161,,Thai Binh,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,,20.5296832,106.3876068
VCE_01662,Xo2021-1-41,VXO_174,VXO_174,Tu Ky,Hai Duong,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.8930571,106.3725441
VCE_01676,Xo2021-1-42,VXO_175,VXO_175,Tu Ky,Hai Duong,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.8930571,106.3725441
VCE_01688,Xo2021-1-43,VXO_194,VXO_194,,Tra Vinh,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,9.8037998,106.3256808
VCE_01704,Xo2021-1-44,VXO_195,VXO_195,,Long An ,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,10.6983968,106.1883517
VCE_01720,Xo2021-1-45,VXO_196,VXO_196,,Long An ,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,10.6983968,106.1883517
VCE_02380,Xo2021-2-295,BXo 911,BXo 911,Dumuriya,Khulna,Bangladesh,2018.0,BRRI dhan47,Reproductive stage,0.55,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_3,AXoo10,22.9372087,89.2852741
VCE_02382,Xo2021-2-297,BXo 091,BXo 091,Kapasia,Dhaka,Bangladesh,2018.0,BRRI dhan28,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_3,AXoo10,23.7644025,90.389015
VCE_02383,Xo2021-2-298,BXo 778,BXo 778,Sayedpur,Rangpur,Bangladesh,2018.0,BRRI dhan29,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_3,AXoo10,25.6376135,89.0826381
VCE_02384,Xo2021-2-299,BXo 1109,BXo 1109,Kotiyadi,Dhaka,Bangladesh,2018.0,BRRI dhan34,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_3,AXoo10,23.7644025,90.389015
VCE_02577,Xo2021-2-513,C9,NXO-33,Mansehra,Khyber Pakhtunkhwa,Pakistan,2018.0,Coarse,Flowering,,National Agricultural Research Center,DNA,XO2021-2,Lin_3,AXoo10,33.712802,71.2678805
VCE_00914,XO2020-2-477,VXO_48,VXO_48,Mang Thit,Vinh Long,Vietnam,2018.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,,,10.1203043,106.0125705
VCE_00136,XO2020-1-24,RO_2019_24,VT3-4,Vi Thuy,Hau Giang,Vietnam,2018.0,OM5451,,,Cuu Long Delta Rice Research Institute,Leaf-FTA,XO2020-1,Xoc,Xoc,9.7985063,105.6379524
VCE_01114,XO2020-2-643,2019 BB78,2019 BB78,Naungtone,Ayeyarwady Region,Myanmar,2019.0,,,,Department of Agricultural Research,Leaf,XO2020-2,Lin_1,AXoo3,16.8340079,95.1804705
VCE_01045,XO2020-2-592,2019 BB27,2019 BB27,Padang,Bago Region,Myanmar,2019.0,,,,Department of Agricultural Research,Leaf,XO2020-2,Lin_1,,18.2457067,96.1004931
VCE_01046,XO2020-2-593,2019 BB28,2019 BB28,Padang,Bago Region,Myanmar,2019.0,,,,Department of Agricultural Research,Leaf,XO2020-2,Lin_1,,18.2457067,96.1004931
VCE_01100,XO2020-2-634,2019 BB69,2019 BB69,Zaloung,Ayeyarwady Region,Myanmar,2019.0,,,,Department of Agricultural Research,Leaf,XO2020-2,Lin_1,AXoo3,16.8340079,95.1804705
VCE_01105,XO2020-2-637,2019 BB72,2019 BB72,Danuphyu,Ayeyarwady Region,Myanmar,2019.0,,,,Department of Agricultural Research,Leaf,XO2020-2,Lin_1,AXoo3,16.8340079,95.1804705
VCE_01797,Xo2021-1-51,VXO_221,VXO_221,Nghia Lo,Yen Bai,Vietnam,2019.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_1,,21.8268679,104.663122
VCE_01811,Xo2021-1-52,VXO_223,VXO_223,Nghia Lo,Yen Bai,Vietnam,2019.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_1,,21.8268679,104.663122
VCE_02010,Xo2021-1-67,VXO_300,VXO_300,Tien Lu,Hung Yen,Vietnam,2019.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_1,AXoo2,20.7833912,106.0699025
VCE_02126,Xo2021-1-77,VXO_327,VXO_327,Thanh Mien,Hung Yen,Vietnam,2019.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_1,AXoo2,20.7833912,106.0699025
VCE_01017,XO2020-2-569,2019 BB4,2019 BB4,TaungTwinGyi,Magway Region,Myanmar,2019.0,,,,Department of Agricultural Research,Leaf,XO2020-2,Lin_2,AXoo7,20.2747958,94.7362245
VCE_01091,XO2020-2-627,2019 BB62,2019 BB62,Kaundgyi daunt,Ayeyarwady Region,Myanmar,2019.0,,,,Department of Agricultural Research,Leaf,XO2020-2,Lin_2,AXoo6,16.8340079,95.1804705
VCE_01092,XO2020-2-627,2019 BB62,2019 BB62,Kaundgyi daunt,Ayeyarwady Region,Myanmar,2019.0,,,,Department of Agricultural Research,Leaf,XO2020-2,Lin_2,AXoo7,16.8340079,95.1804705
VCE_02164,Xo2021-2-123,BXo 2721,BXo 2721,Hathagari,Chittagong,Bangladesh,2019.0,BRRI dhan64,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,22.333778,91.8344348
VCE_02165,Xo2021-2-123,BXo 2721,BXo 2721,Hathagari,Chittagong,Bangladesh,2019.0,BRRI dhan64,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,22.333778,91.8344348
VCE_02166,Xo2021-2-124,BXo 2722,BXo 2722,Hathagari,Chittagong,Bangladesh,2019.0,BRRI dhan28,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,22.333778,91.8344348
VCE_02167,Xo2021-2-124,BXo 2722,BXo 2722,Hathagari,Chittagong,Bangladesh,2019.0,BRRI dhan28,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,22.333778,91.8344348
VCE_02168,Xo2021-2-125,BXo 2723,BXo 2723,Hathagari,Chittagong,Bangladesh,2019.0,Hybrid,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,22.333778,91.8344348
VCE_02169,Xo2021-2-125,BXo 2723,BXo 2723,Hathagari,Chittagong,Bangladesh,2019.0,Hybrid,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,22.333778,91.8344348
VCE_02189,Xo2021-2-14,BXo 2614,BXo 2614,Kishoregonj,Rangpur,Bangladesh,2019.0,Sumon Sworna,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,25.6376135,89.0826381
VCE_02190,Xo2021-2-14,BXo 2614,BXo 2614,Kishoregonj,Rangpur,Bangladesh,2019.0,Sumon Sworna,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,25.6376135,89.0826381
VCE_02212,Xo2021-2-157,BXo 2755,BXo 2755,"West baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan47,Reproductive stage,0.7,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,23.7644025,90.389015
VCE_02213,Xo2021-2-157,BXo 2755,BXo 2755,"West baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan47,Reproductive stage,0.7,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02217,Xo2021-2-160,BXo 2758,BXo 2758,"West baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan63,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,23.7644025,90.389015
VCE_02218,Xo2021-2-160,BXo 2758,BXo 2758,"West baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan63,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02219,Xo2021-2-161,BXo 2759,BXo 2759,"West baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan67,Reproductive stage,0.95,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,23.7644025,90.389015
VCE_02220,Xo2021-2-161,BXo 2759,BXo 2759,"West baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan67,Reproductive stage,0.95,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02221,Xo2021-2-162,BXo 2760,BXo 2760,"West baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan74,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,23.7644025,90.389015
VCE_02222,Xo2021-2-162,BXo 2760,BXo 2760,"West baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan74,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02224,Xo2021-2-164,BXo 2762,BXo 2762,"East baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan71,Reproductive stage,0.9,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,23.7644025,90.389015
VCE_02225,Xo2021-2-164,BXo 2762,BXo 2762,"East baid, BRRI farm",Dhaka,Bangladesh,2019.0,BRRI dhan71,Reproductive stage,0.9,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02230,Xo2021-2-169,BXo 2767,BXo 2767,Blast Nursery,Dhaka,Bangladesh,2019.0,BRRI dhan72,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,23.7644025,90.389015
VCE_02231,Xo2021-2-169,BXo 2767,BXo 2767,Blast Nursery,Dhaka,Bangladesh,2019.0,BRRI dhan72,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02241,Xo2021-2-176,BXo 2774,BXo 2774,Natore sadar,Rajshahi,Bangladesh,2019.0,BRRI dhan34,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02242,Xo2021-2-176,BXo 2774,BXo 2774,Natore sadar,Rajshahi,Bangladesh,2019.0,BRRI dhan34,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02243,Xo2021-2-177,BXo 2775,BXo 2775,Natore sadar,Rajshahi,Bangladesh,2019.0,BRRI dhan71,Reproductive stage,0.7,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02244,Xo2021-2-177,BXo 2775,BXo 2775,Natore sadar,Rajshahi,Bangladesh,2019.0,BRRI dhan71,Reproductive stage,0.7,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02246,Xo2021-2-179,BXo 2777,BXo 2777,Pabna sadar,Rajshahi,Bangladesh,2019.0,Hybrid,Reproductive stage,0.95,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02247,Xo2021-2-179,BXo 2777,BXo 2777,Pabna sadar,Rajshahi,Bangladesh,2019.0,Hybrid,Reproductive stage,0.95,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02249,Xo2021-2-180,BXo 2778,BXo 2778,Pabna sadar,Rajshahi,Bangladesh,2019.0,BRRI dhan75,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02250,Xo2021-2-180,BXo 2778,BXo 2778,Pabna sadar,Rajshahi,Bangladesh,2019.0,BRRI dhan75,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02260,Xo2021-2-190,BXo 2787,BXo 2787,Lalmonirhat sadar,Rangpur,Bangladesh,2019.0,Hybrid,Reproductive stage,0.9,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,25.6376135,89.0826381
VCE_02261,Xo2021-2-190,BXo 2787,BXo 2787,Lalmonirhat sadar,Rangpur,Bangladesh,2019.0,Hybrid,Reproductive stage,0.9,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,25.6376135,89.0826381
VCE_02262,Xo2021-2-191,BXo 2788,BXo 2788,Lalmonirhat sadar,Rangpur,Bangladesh,2019.0,Swarna,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,25.6376135,89.0826381
VCE_02263,Xo2021-2-191,BXo 2788,BXo 2788,Lalmonirhat sadar,Rangpur,Bangladesh,2019.0,Swarna,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,25.6376135,89.0826381
VCE_02267,Xo2021-2-196,BXo 2792,BXo 2792,Kanshat,Rajshahi,Bangladesh,2019.0,BRRI dhan62,Reproductive stage,0.7,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02268,Xo2021-2-196,BXo 2792,BXo 2792,Kanshat,Rajshahi,Bangladesh,2019.0,BRRI dhan62,Reproductive stage,0.7,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02269,Xo2021-2-197,BXo 2793,BXo 2793,Kanshat,Rajshahi,Bangladesh,2019.0,BRRI dhan58,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02270,Xo2021-2-197,BXo 2793,BXo 2793,Kanshat,Rajshahi,Bangladesh,2019.0,BRRI dhan58,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02318,Xo2021-2-24,BXo 2624,BXo 2624,Dinajpur sadar,Rangpur,Bangladesh,2019.0,BRRI dhan28,Reproductive stage,0.5,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,25.6376135,89.0826381
VCE_02319,Xo2021-2-24,BXo 2624,BXo 2624,Dinajpur sadar,Rangpur,Bangladesh,2019.0,BRRI dhan28,Reproductive stage,0.5,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,25.6376135,89.0826381
VCE_02330,Xo2021-2-25,BXo 2625,BXo 2625,Dinajpur sadar,Rangpur,Bangladesh,2019.0,BRRI dhan29,Reproductive stage,0.9,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,25.6376135,89.0826381
VCE_02331,Xo2021-2-25,BXo 2625,BXo 2625,Dinajpur sadar,Rangpur,Bangladesh,2019.0,BRRI dhan29,Reproductive stage,0.9,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,25.6376135,89.0826381
VCE_02342,Xo2021-2-26,BXo 2626,BXo 2626,Dinajpur sadar,Rangpur,Bangladesh,2019.0,Hybrid mala,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,25.6376135,89.0826381
VCE_02343,Xo2021-2-26,BXo 2626,BXo 2626,Dinajpur sadar,Rangpur,Bangladesh,2019.0,Hybrid mala,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,25.6376135,89.0826381
VCE_02385,Xo2021-2-3,BXo 2603,BXo 2603,"BRRI R/S, Rangpur",Rangpur,Bangladesh,2019.0,BRRI dhan81,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,25.6376135,89.0826381
VCE_02386,Xo2021-2-3,BXo 2603,BXo 2603,"BRRI R/S, Rangpur",Rangpur,Bangladesh,2019.0,BRRI dhan81,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,25.6376135,89.0826381
VCE_02397,Xo2021-2-33,BXo 2633,BXo 2633,Potnitola,Rajshahi,Bangladesh,2019.0,Jirashail,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02398,Xo2021-2-33,BXo 2633,BXo 2633,Potnitola,Rajshahi,Bangladesh,2019.0,Jirashail,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02399,Xo2021-2-34,BXo 2634,BXo 2634,Raninagar,Rajshahi,Bangladesh,2019.0,BRRI dhan34,Reproductive stage,0.65,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02400,Xo2021-2-34,BXo 2634,BXo 2634,Raninagar,Rajshahi,Bangladesh,2019.0,BRRI dhan34,Reproductive stage,0.65,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02402,Xo2021-2-36,BXo 2636,BXo 2636,Raninagar,Rajshahi,Bangladesh,2019.0,BRRi dhan49,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,24.6285432,89.0376862
VCE_02403,Xo2021-2-36,BXo 2636,BXo 2636,Raninagar,Rajshahi,Bangladesh,2019.0,BRRi dhan49,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02404,Xo2021-2-37,BXo 2637,BXo 2637,Naogoan sadar,Rajshahi,Bangladesh,2019.0,BRRI dhan34,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,24.6285432,89.0376862
VCE_02405,Xo2021-2-37,BXo 2637,BXo 2637,Naogoan sadar,Rajshahi,Bangladesh,2019.0,BRRI dhan34,Reproductive stage,0.75,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo9,24.6285432,89.0376862
VCE_02412,Xo2021-2-39,BXo 2639,BXo 2639,Elenga,Dhaka,Bangladesh,2019.0,BRRI dhan49,Reproductive stage,0.45,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02413,Xo2021-2-39,BXo 2639,BXo 2639,Elenga,Dhaka,Bangladesh,2019.0,BRRI dhan49,Reproductive stage,0.45,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo9,23.7644025,90.389015
VCE_02423,Xo2021-2-4,BXo 2604,BXo 2604,"BRRI R/S, Rangpur",Rangpur,Bangladesh,2019.0,BRRI dhan29,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,25.6376135,89.0826381
VCE_02424,Xo2021-2-4,BXo 2604,BXo 2604,"BRRI R/S, Rangpur",Rangpur,Bangladesh,2019.0,BRRI dhan29,Reproductive stage,0.8,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,25.6376135,89.0826381
VCE_02425,Xo2021-2-40,BXo 2640,BXo 2640,Elenga,Dhaka,Bangladesh,2019.0,BRRI dhan75,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,23.7644025,90.389015
VCE_02426,Xo2021-2-40,BXo 2640,BXo 2640,Elenga,Dhaka,Bangladesh,2019.0,BRRI dhan75,Reproductive stage,0.85,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02445,Xo2021-2-42,BXo 2642,BXo 2642,Gorai,Dhaka,Bangladesh,2019.0,BRRI dhan34,Reproductive stage,0.6,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo6,23.7644025,90.389015
VCE_02446,Xo2021-2-42,BXo 2642,BXo 2642,Gorai,Dhaka,Bangladesh,2019.0,BRRI dhan34,Reproductive stage,0.6,Bangladesh Rice Research Institute,Leaf,XO2021-2,Lin_2,AXoo7,23.7644025,90.389015
VCE_02508,Xo2021-2-481,A1,NXO-1,Sialkot,Punjab,Pakistan,2019.0,Basmati,Flowering,,National Agricultural Research Center,DNA,XO2021-2,Lin_2,AXoo7,31.0,72.0
VCE_02509,Xo2021-2-481,A1,NXO-1,Sialkot,Punjab,Pakistan,2019.0,Basmati,Flowering,,National Agricultural Research Center,DNA,XO2021-2,Lin_2,AXoo9,31.0,72.0
