vCode,databaseCode,sampleCode,isolateName,district,province,country,year,riceVarSource,riceGrowthStage,percDiseasedLeaf,institute,sampleType,runCode,lineage,AxooPopn,latitude,longitude
VCE_02897,Xo2021-2-726,China,cix 2928,Yunnan,Yunnan,China,2007.0,,,,Institut de Recherche pour le D?©veloppement,DNA,XO2021-2,Lin_1,AXoo1,25.0,102.0
VCE_02898,Xo2021-2-726,China,cix 2928,Yunnan,Yunnan,China,2007.0,,,,Institut de Recherche pour le D?©veloppement,DNA,XO2021-2,Lin_2,AXoo5,25.0,102.0
VCE_02899,Xo2021-2-726,China,cix 2928,Yunnan,Yunnan,China,2007.0,,,,Institut de Recherche pour le D?©veloppement,DNA,XO2021-2,Lin_2,AXoo7,25.0,102.0
VCE_00909,XO2020-2-472,VXO_11,VXO_11,Gia Lam,Ha Noi City,Vietnam,2013.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_1,AXoo1,21.0283334,105.854041
VCE_00910,XO2020-2-473,VXO_15,VXO_15,Gia Lam,Ha Noi City,Vietnam,2013.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00087,XO2020-1-203,RO_2019_203,BB 144,Ein Mal,Ayeyarwady Region,Myanmar,2015.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo8,16.8340079,95.1804705
VCE_00140,XO2020-1-243,RO_2019_243,BB 127,Lat Puttar,Ayeyarwady Region,Myanmar,2015.0,Kauk Kyi,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,16.8340079,95.1804705
VCE_00144,XO2020-1-246,RO_2019_246,BB 134,Kang Gyi Daunt,Ayeyarwady Region,Myanmar,2015.0,Shwe Thwe Yin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,16.8340079,95.1804705
VCE_00178,XO2020-1-275,RO_2019_275,BB 119,Nyaung don,Ayeyarwady Region,Myanmar,2015.0,Yatanar -1,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo6,16.8340079,95.1804705
VCE_00179,XO2020-1-275,RO_2019_275,BB 119,Nyaung don,Ayeyarwady Region,Myanmar,2015.0,Yatanar -1,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,16.8340079,95.1804705
VCE_00183,XO2020-1-279,RO_2019_279,BB 126,Pyar pon,Ayeyarwady Region,Myanmar,2015.0,Paw San,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,16.8340079,95.1804705
VCE_00068,XO2020-1-189,RO_2019_189,BB 89,Dait Oo,Bago Region,Myanmar,2015.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,18.2457067,96.1004931
VCE_00077,XO2020-1-197,RO_2019_197,BB 11,Zabuthiri,Naypyidaw Union Territory,Myanmar,2015.0,Palethwe,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,20.2807085,96.265883
VCE_00079,XO2020-1-199,RO_2019_199,BB 28,Zabuthiri,Naypyidaw Union Territory,Myanmar,2015.0,Hybrid,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,20.2807085,96.265883
VCE_00091,XO2020-1-206,RO_2019_206,BB 190,Hmawbi,Yangon Region,Myanmar,2015.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,16.647565,96.1129218
VCE_00092,XO2020-1-207,RO_2019_207,BB 2,Zabuthiri,Naypyidaw Union Territory,Myanmar,2015.0,PawSan,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,20.2807085,96.265883
VCE_00097,XO2020-1-211,RO_2019_211,BB 139,Myaung Mya,Ayeyarwady Region,Myanmar,2015.0,Hankar,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,16.8340079,95.1804705
VCE_00128,XO2020-1-233,RO_2019_233,BB 1,Zabuthiri,Naypyidaw Union Territory,Myanmar,2015.0,Ayeyar Badathar,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,20.2807085,96.265883
VCE_00147,XO2020-1-248,RO_2019_248,BB 105,Taung Ngu,Bago Region,Myanmar,2015.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,18.2457067,96.1004931
VCE_00148,XO2020-1-249,RO_2019_249,BB 108,Thayaung Chaung,Ayeyarwady Region,Myanmar,2015.0,Paw San Yin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,16.8340079,95.1804705
VCE_00150,XO2020-1-250,RO_2019_250,BB 111,Pann Ta Naw,Ayeyarwady Region,Myanmar,2015.0,Inn Ma,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,16.8340079,95.1804705
VCE_00152,XO2020-1-252,RO_2019_252,BB 118,Pann Ta Naw,Ayeyarwady Region,Myanmar,2015.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,,16.8340079,95.1804705
VCE_00155,XO2020-1-254,RO_2019_254,BB 122,Kan Gyi Daunt,Ayeyarwady Region,Myanmar,2015.0,Thukha Hmwe,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,,16.8340079,95.1804705
VCE_00157,XO2020-1-256,RO_2019_256,BB 89,Dike OO,Bago Region,Myanmar,2015.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,18.2457067,96.1004931
VCE_00164,XO2020-1-262,RO_2019_262,BB 53,Pyinmana,Naypyidaw Union Territory,Myanmar,2015.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,20.2807085,96.265883
VCE_00166,XO2020-1-264,RO_2019_264,BB 31,Kyaut tan,Yangon Region,Myanmar,2015.0,Shwe Manaw,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,16.647565,96.1129218
VCE_00175,XO2020-1-272,RO_2019_272,BB 152,Myaung Mya,Ayeyarwady Region,Myanmar,2015.0,Manawphyu,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,16.8340079,95.1804705
VCE_00176,XO2020-1-273,RO_2019_273,BB 145,Maupin,Ayeyarwady Region,Myanmar,2015.0,Thukha Hmwe,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,16.8340079,95.1804705
VCE_00181,XO2020-1-277,RO_2019_277,BB 160,Nyaung don,Ayeyarwady Region,Myanmar,2015.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,16.8340079,95.1804705
VCE_00187,XO2020-1-280,RO_2019_280,BB 129,Myaung Mya,Ayeyarwady Region,Myanmar,2015.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,16.8340079,95.1804705
VCE_00189,XO2020-1-282,RO_2019_282,BB 12,Dakinathri,Naypyidaw Union Territory,Myanmar,2015.0,Palethwe,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,20.2807085,96.265883
VCE_00141,XO2020-1-243,RO_2019_243,BB 127,Lat Puttar,Ayeyarwady Region,Myanmar,2015.0,Kauk Kyi,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,16.8340079,95.1804705
VCE_00142,XO2020-1-244,RO_2019_244,BB 128,Myaung Mya,Ayeyarwady Region,Myanmar,2015.0,IRDRAGIRI,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,16.8340079,95.1804705
VCE_00151,XO2020-1-251,RO_2019_251,BB 116,Nyaung don,Ayeyarwady Region,Myanmar,2015.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,16.8340079,95.1804705
VCE_00156,XO2020-1-255,RO_2019_255,BB 123,Kan Gyi Daunt,Ayeyarwady Region,Myanmar,2015.0,Thukha Hmwe,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,16.8340079,95.1804705
VCE_00174,XO2020-1-271,RO_2019_271,BB 240,Phyar Pone,Ayeyarwady Region,Myanmar,2015.0,Shwewarhtun,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,16.8340079,95.1804705
VCE_00182,XO2020-1-278,RO_2019_278,BB 112,Kan Lay Daunt,Ayeyarwady Region,Myanmar,2015.0,Thukha Hmwe,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,16.8340079,95.1804705
VCE_00916,XO2020-2-479,VXO_50,VXO_50,Quang Xuong,Thanh Hoa,Vietnam,2015.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,19.8076814,105.7767437
VCE_00918,XO2020-2-480,VXO_51,VXO_51,Nghia Hung,Nam Dinh,Vietnam,2015.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.2686476,106.2289075
VCE_00921,XO2020-2-483,VXO_55,VXO_55,Tinh Gia,Thanh Hoa,Vietnam,2015.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,19.8076814,105.7767437
VCE_00973,XO2020-2-529,VXO_138,VXO_138,Chau Thanh,Tien Giang,Vietnam,2015.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.4030368,106.361633
VCE_01520,Xo2021-1-32,VXO_140,VXO_140,,Nam Dinh,Vietnam,2015.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.2686476,106.2289075
VCE_00188,XO2020-1-281,RO_2019_281,BB 135,Myaung Mya,Ayeyarwady Region,Myanmar,2015.0,Myaung Mya May,,,Department of Agricultural Research,Leaf,XO2020-1,,,16.8340079,95.1804705
VCE_00088,XO2020-1-203,RO_2019_203,BB 144,Ein Mal,Ayeyarwady Region,Myanmar,2015.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Xoc,Xoc,16.8340079,95.1804705
VCE_00145,XO2020-1-246,RO_2019_246,BB 134,Kang Gyi Daunt,Ayeyarwady Region,Myanmar,2015.0,Shwe Thwe Yin,,,Department of Agricultural Research,Leaf,XO2020-1,Xoc,Xoc,16.8340079,95.1804705
VCE_00184,XO2020-1-279,RO_2019_279,BB 126,Pyar pon,Ayeyarwady Region,Myanmar,2015.0,Paw San,,,Department of Agricultural Research,Leaf,XO2020-1,Xoc,Xoc,16.8340079,95.1804705
VCE_00153,XO2020-1-253,RO_2019_253,BB 121,Pann Ta Naw,Ayeyarwady Region,Myanmar,2015.0,Hybrid,,,Department of Agricultural Research,Leaf,XO2020-1,Xoc,Xoc,16.8340079,95.1804705
VCE_00177,XO2020-1-274,RO_2019_274,BB 124,Pathein,Ayeyarwady Region,Myanmar,2015.0,Paw San Bay Gyar,,,Department of Agricultural Research,Leaf,XO2020-1,Xoc,Xoc,16.8340079,95.1804705
VCE_00180,XO2020-1-276,RO_2019_276,BB 164,Kyaung gon,Ayeyarwady Region,Myanmar,2015.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Xoc,Xoc,16.8340079,95.1804705
VCE_00171,XO2020-1-269,RO_2019_269,BB 52,Lewi Kaw,Kayah State,Myanmar,2016.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_1,AXoo1,19.2812505,97.3291806
VCE_00955,XO2020-2-512,VXO_103,VXO_103,,Vinh Phuc,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_1,AXoo2,21.3778689,105.5758286
VCE_00970,XO2020-2-526,VXO_131,VXO_131,,Vinh Phuc,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_1,AXoo2,21.3778689,105.5758286
VCE_00070,XO2020-1-190,RO_2019_190,BB 235,Kyauk Se,Mandalay Region,Myanmar,2016.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,20.9872395,95.7656747
VCE_00071,XO2020-1-191,RO_2019_191,BB 208,Watt lat,Sagaing Region,Myanmar,2016.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,24.4768486,95.47473996361609
VCE_00072,XO2020-1-192,RO_2019_192,BB 226,Patheingyi,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,,20.9872395,95.7656747
VCE_00073,XO2020-1-193,RO_2019_193,BB 203,Watt lat,Sagaing Region,Myanmar,2016.0,PawSanYin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,24.4768486,95.47473996361609
VCE_00074,XO2020-1-194,RO_2019_194,BB 204,Sagaing,Sagaing Region,Myanmar,2016.0,PawSan,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,24.4768486,95.47473996361609
VCE_00075,XO2020-1-195,RO_2019_195,BB 202,Shwe Bo,Sagaing Region,Myanmar,2016.0,PawSan,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,24.4768486,95.47473996361609
VCE_00078,XO2020-1-198,RO_2019_198,BB 221,Patheingyi,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo6,20.9872395,95.7656747
VCE_00084,XO2020-1-200,RO_2019_200,BB 231,Madayar,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,20.9872395,95.7656747
VCE_00085,XO2020-1-201,RO_2019_201,BB 222,Patheingyi,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo6,20.9872395,95.7656747
VCE_00086,XO2020-1-202,RO_2019_202,BB 226,Patheingyi,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo9,20.9872395,95.7656747
VCE_00089,XO2020-1-204,RO_2019_204,BB 237,Kyauk Se,Mandalay Region,Myanmar,2016.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,20.9872395,95.7656747
VCE_00090,XO2020-1-205,RO_2019_205,BB 228,Madayar,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,20.9872395,95.7656747
VCE_00158,XO2020-1-257,RO_2019_257,BB 216,Madayar,Mandalay Region,Myanmar,2016.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,20.9872395,95.7656747
VCE_00163,XO2020-1-261,RO_2019_261,BB 201,Watt lat,Sagaing Region,Myanmar,2016.0,Paw San,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,AXoo7,24.4768486,95.47473996361609
VCE_00169,XO2020-1-267,RO_2019_267,BB 44,Kyauk Se,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_2,,20.9872395,95.7656747
VCE_00076,XO2020-1-196,RO_2019_196,BB 219,Pyin Oo Lwin,Mandalay Region,Myanmar,2016.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00093,XO2020-1-208,RO_2019_208,BB 239,Kayar,Kayah State,Myanmar,2016.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,19.2812505,97.3291806
VCE_00094,XO2020-1-209,RO_2019_209,BB 229,Patheingyi,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00096,XO2020-1-210,RO_2019_210,BB 218,Madayar,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00098,XO2020-1-212,RO_2019_212,BB 220,Patheingyi,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00159,XO2020-1-258,RO_2019_258,BB 234,Madayar,Mandalay Region,Myanmar,2016.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00160,XO2020-1-259,RO_2019_259,BB 230,Madayar,Mandalay Region,Myanmar,2016.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00165,XO2020-1-263,RO_2019_263,BB 27,TaungPyone,Mandalay Region,Myanmar,2016.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00167,XO2020-1-265,RO_2019_265,BB 35,Shwekyin kyaukthit (Patheingyi),Mandalay Region,Myanmar,2016.0,Sinthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00168,XO2020-1-266,RO_2019_266,BB 41,Madayar (Kyatdatar farm),Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00170,XO2020-1-268,RO_2019_268,BB 46,Kyauk Se,Mandalay Region,Myanmar,2016.0,Ayeyarmin,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,AXoo12,20.9872395,95.7656747
VCE_00173,XO2020-1-270,RO_2019_270,BB 32,Patheingyi,Mandalay Region,Myanmar,2016.0,Manawthukha,,,Department of Agricultural Research,Leaf,XO2020-1,Lin_3,,20.9872395,95.7656747
VCE_00922,XO2020-2-484,VXO_56,VXO_56,,Can Tho city,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.0364634,105.7875821
VCE_00923,XO2020-2-485,VXO_58,VXO_58,,Can Tho city,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.0364634,105.7875821
VCE_00924,XO2020-2-486,VXO_59,VXO_59,Hiep Hoa,Bac Giang,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.3169625,106.437985
VCE_00925,XO2020-2-487,VXO_60,VXO_60,,Nghe An,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,19.1976001,105.060676
VCE_00926,XO2020-2-488,VXO_61,VXO_61,,Nghe An,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,19.1976001,105.060676
VCE_00933,XO2020-2-494,VXO_70,VXO_70,Thuong Tin,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00934,XO2020-2-495,VXO_72,VXO_72,Gia Lam,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00935,XO2020-2-496,VXO_73,VXO_73,Thuong Tin,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00936,XO2020-2-497,VXO_75,VXO_75,Hiep Hoa,Bac Giang,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,,21.3169625,106.437985
VCE_00937,XO2020-2-498,VXO_76,VXO_76,Binh Xuyen,Vinh Phuc,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.3778689,105.5758286
VCE_00938,XO2020-2-499,VXO_78,VXO_78,An Lao,Hai Phong,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,,20.858864,106.6749591
VCE_00942,XO2020-2-500,VXO_79,VXO_79,Hung Ha,Thai Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.5296832,106.3876068
VCE_00947,XO2020-2-505,VXO_86,VXO_86,Gia Lam,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00948,XO2020-2-506,VXO_96,VXO_96,An Lao,Hai Phong,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.858864,106.6749591
VCE_00949,XO2020-2-507,VXO_97,VXO_97,Hiep Hoa,Bac Giang,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,,21.3169625,106.437985
VCE_00950,XO2020-2-508,VXO_98,VXO_98,,Ninh Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.2545421,105.9764854
VCE_00951,XO2020-2-509,VXO_99,VXO_99,,Can Tho city,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.0364634,105.7875821
VCE_00953,XO2020-2-510,VXO_101,VXO_101,,Ninh Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.2545421,105.9764854
VCE_00954,XO2020-2-511,VXO_102,VXO_102,,Can Tho city,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.0364634,105.7875821
VCE_00956,XO2020-2-513,VXO_104,VXO_104,Gia Lam,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00957,XO2020-2-514,VXO_105,VXO_105,Hiep Hoa,Bac Giang,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.3169625,106.437985
VCE_00958,XO2020-2-515,VXO_106,VXO_106,Thuong Tin,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00959,XO2020-2-516,VXO_109,VXO_109,An Lao,Hai Phong,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.858864,106.6749591
VCE_00960,XO2020-2-517,VXO_114,VXO_114,Thuong Tin,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00964,XO2020-2-520,VXO_123,VXO_123,,Can Tho city,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,10.0364634,105.7875821
VCE_00965,XO2020-2-521,VXO_124,VXO_124,,Ninh Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.2545421,105.9764854
VCE_00966,XO2020-2-522,VXO_125,VXO_125,,Ninh Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,20.2545421,105.9764854
VCE_00967,XO2020-2-523,VXO_127,VXO_127,,Nghe An,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,19.1976001,105.060676
VCE_00968,XO2020-2-524,VXO_128,VXO_128,Gia Lam,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.0283334,105.854041
VCE_00969,XO2020-2-525,VXO_129,VXO_129,,Vinh Phuc,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.3778689,105.5758286
VCE_00971,XO2020-2-527,VXO_136,VXO_136,Hiep Hoa,Bac Giang,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2020-2,Lin_3,AXoo12,21.3169625,106.437985
VCE_01284,Xo2021-1-10,VXO_88,VXO_88,Hung Ha,Thai Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.5296832,106.3876068
VCE_01295,Xo2021-1-11,VXO_89,VXO_89,Thoi Lai,Can Tho city,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,10.0364634,105.7875821
VCE_01314,Xo2021-1-13,VXO_91,VXO_91,Thoi Lai,Can Tho city,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,10.0364634,105.7875821
VCE_01324,Xo2021-1-14,VXO_92,VXO_92,Gia Lam,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,21.0283334,105.854041
VCE_01334,Xo2021-1-15,VXO_94,VXO_94,Thuong Tin,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,21.0283334,105.854041
VCE_01344,Xo2021-1-16,VXO_100,VXO_100,Thuong Tin,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,21.0283334,105.854041
VCE_01355,Xo2021-1-17,VXO_107,VXO_107,Thuong Tin,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,21.0283334,105.854041
VCE_01365,Xo2021-1-18,VXO_108,VXO_108,Thuong Tin,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,21.0283334,105.854041
VCE_01375,Xo2021-1-19,VXO_111,VXO_111,,Ninh Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.2545421,105.9764854
VCE_01435,Xo2021-1-25,VXO_121,VXO_121,Gia Lam,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,21.0283334,105.854041
VCE_01445,Xo2021-1-26,VXO_122,VXO_122,Gia Lam,Ha Noi City,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,21.0283334,105.854041
VCE_01456,Xo2021-1-27,VXO_126,VXO_126,,Ninh Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.2545421,105.9764854
VCE_01467,Xo2021-1-28,VXO_130,VXO_130,Hung Ha,Thai Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.5296832,106.3876068
VCE_01476,Xo2021-1-29,VXO_133,VXO_133,Dong Hung,Thai Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.5296832,106.3876068
VCE_01492,Xo2021-1-3,VXO_57,VXO_57,Thoi Lai,Can Tho city,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,10.0364634,105.7875821
VCE_01493,Xo2021-1-30,VXO_134,VXO_134,Hung Ha,Thai Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,,20.5296832,106.3876068
VCE_01506,Xo2021-1-31,VXO_135,VXO_135,Hung Ha,Thai Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.5296832,106.3876068
VCE_01648,Xo2021-1-4,VXO_62,VXO_62,Dong Hung,Thai Binh,Vietnam,2016.0,,,,Agricultural Genetics Institute,DNA,XO2021-1,Lin_3,AXoo12,20.5296832,106.3876068
